station_id,station_name,year,month,profiles_total,profiles_good,profiles_with_inversion,mean_delta_t_top_surface_c,mean_inversion_delta_t_c
31004,Aldan,2004,8,31,31,4,-27.726,0.5
31004,Aldan,2004,9,28,28,9,-25.968,1.244
31004,Aldan,2004,10,30,29,16,-22.569,1.963
31004,Aldan,2004,11,30,29,7,-20.597,1.3
31004,Aldan,2004,12,32,32,23,-11.156,8.096
31004,Aldan,2005,1,62,61,27,-12.446,7.052
31004,Aldan,2005,2,56,55,33,-12.378,4.158
31004,Aldan,2005,3,61,59,34,-20.993,3.453
31004,Aldan,2005,4,59,58,11,-29.0,2.018
31004,Aldan,2005,5,61,60,1,-31.348,1.0
31004,Aldan,2005,6,60,56,7,-30.954,1.029
31004,Aldan,2005,7,47,42,4,-29.629,1.6
31004,Aldan,2005,8,61,59,14,-25.885,2.257
31004,Aldan,2005,9,60,60,31,-27.23,2.677
31004,Aldan,2005,10,62,59,18,-25.12,2.067
31004,Aldan,2005,11,59,58,31,-17.703,5.394
31004,Aldan,2005,12,62,61,43,-8.148,8.265
31004,Aldan,2006,1,62,62,48,-9.635,8.388
31004,Aldan,2006,2,56,54,35,-14.707,3.269
31004,Aldan,2006,3,61,57,45,-21.786,2.916
31004,Aldan,2006,4,60,57,11,-28.644,1.136
31004,Aldan,2006,5,62,59,1,-30.019,0.8
31004,Aldan,2006,6,60,59,8,-30.907,1.2
31004,Aldan,2006,7,61,61,19,-30.097,1.442
31004,Aldan,2006,8,61,61,37,-28.043,1.635
31004,Aldan,2006,9,60,60,34,-27.645,2.1
31004,Aldan,2006,10,61,59,24,-22.981,2.804
31004,Aldan,2006,11,60,60,25,-15.097,3.76
31004,Aldan,2006,12,62,61,24,-17.036,4.192
31004,Aldan,2007,1,62,62,29,-18.771,3.669
31004,Aldan,2007,2,56,56,46,-15.329,5.078
31004,Aldan,2007,3,61,61,41,-20.61,4.615
31004,Aldan,2007,4,37,37,12,-27.932,1.45
31004,Aldan,2007,5,59,59,10,-30.051,1.1
31004,Aldan,2007,6,60,60,5,-30.973,1.96
31004,Aldan,2007,7,62,62,6,-28.665,0.867
31004,Aldan,2007,8,62,60,14,-27.203,1.257
31004,Aldan,2007,9,60,60,31,-26.528,3.01
31004,Aldan,2007,10,62,62,18,-25.218,2.15
31004,Aldan,2007,11,60,60,16,-18.8,2.362
31004,Aldan,2007,12,61,59,32,-16.271,5.675
31004,Aldan,2008,1,62,60,27,-15.243,3.541
31004,Aldan,2008,2,58,57,37,-18.319,3.811
31004,Aldan,2008,3,62,61,31,-22.985,3.826
31004,Aldan,2008,4,58,56,10,-28.154,0.81
31004,Aldan,2008,5,59,59,1,-31.488,1.2
31004,Aldan,2008,6,60,60,9,-34.953,1.156
31004,Aldan,2008,7,62,60,5,-29.093,0.76
31004,Aldan,2008,8,61,58,15,-28.476,1.947
31004,Aldan,2008,9,60,59,22,-25.285,2.432
31004,Aldan,2008,10,61,61,18,-25.225,2.25
31004,Aldan,2008,11,60,60,32,-17.603,4.75
31004,Aldan,2008,12,62,61,41,-12.069,4.834
31004,Aldan,2009,1,62,61,38,-13.626,6.716
31004,Aldan,2009,2,56,53,39,-14.211,5.164
31004,Aldan,2009,3,62,61,30,-20.934,4.25
31004,Aldan,2009,4,59,59,8,-30.066,1.475
31004,Aldan,2009,5,60,60,4,-30.008,1.075
31004,Aldan,2009,6,60,58,3,-32.266,0.933
31004,Aldan,2009,7,61,61,1,-30.808,4.4
31004,Aldan,2009,8,61,59,15,-27.581,2.48
31004,Aldan,2009,9,60,60,28,-26.985,2.461
31004,Aldan,2009,10,62,62,16,-23.802,3.281
31004,Aldan,2009,11,60,60,25,-18.447,3.48
31004,Aldan,2009,12,62,62,32,-9.094,7.794
31004,Aldan,2010,1,62,61,34,-10.092,8.959
31004,Aldan,2010,2,56,56,27,-15.439,4.363
31004,Aldan,2010,3,62,62,38,-20.684,3.658
31004,Aldan,2010,4,60,60,10,-27.105,1.57
31004,Aldan,2010,5,62,62,1,-30.073,5.0
31004,Aldan,2010,6,59,59,8,-28.7,1.275
31004,Aldan,2010,7,60,60,3,-30.01,0.933
31004,Aldan,2010,8,62,62,17,-28.039,2.376
31004,Aldan,2010,9,60,60,16,-25.772,2.4
31004,Aldan,2010,10,62,62,26,-24.347,2.488
31004,Aldan,2010,11,60,60,27,-18.68,5.785
31004,Aldan,2010,12,62,62,37,-7.194,8.308
31004,Aldan,2011,1,62,61,29,-11.007,5.834
31004,Aldan,2011,2,56,56,27,-16.536,5.333
31004,Aldan,2011,3,62,62,28,-23.513,2.793
31004,Aldan,2011,4,60,58,12,-28.61,1.9
31004,Aldan,2011,5,62,62,4,-31.36,1.325
31004,Aldan,2011,6,60,59,4,-32.463,0.65
31004,Aldan,2011,7,62,62,7,-31.516,1.371
31004,Aldan,2011,8,61,61,19,-28.264,1.926
31004,Aldan,2011,9,60,60,16,-26.73,1.494
31004,Aldan,2011,10,62,62,12,-24.874,3.217
31004,Aldan,2011,11,60,60,33,-17.427,4.03
31004,Aldan,2011,12,62,62,42,-12.687,4.586
31004,Aldan,2012,1,62,62,40,-11.852,7.915
31004,Aldan,2012,2,58,58,28,-16.624,2.864
31004,Aldan,2012,3,62,62,39,-21.0,3.344
31004,Aldan,2012,4,60,60,8,-25.93,2.3
31004,Aldan,2012,5,62,62,4,-29.429,0.75
31004,Aldan,2012,6,59,59,11,-30.724,1.545
31004,Aldan,2012,7,59,59,11,-28.605,2.291
31004,Aldan,2012,8,61,61,16,-26.857,1.588
31004,Aldan,2012,9,60,60,29,-27.328,3.393
31004,Aldan,2012,10,61,61,14,-19.351,5.3
31004,Aldan,2012,11,58,58,35,-14.245,4.697
31004,Aldan,2012,12,62,61,33,-10.269,8.339
31004,Aldan,2013,1,62,62,53,-10.787,5.834
31004,Aldan,2013,2,56,56,39,-16.514,3.574
31004,Aldan,2013,3,62,61,32,-19.03,3.181
31004,Aldan,2013,4,60,60,14,-27.338,1.971
31004,Aldan,2013,5,62,61,4,-30.326,1.0
31004,Aldan,2013,6,59,58,5,-31.379,1.28
31004,Aldan,2013,7,62,58,3,-27.772,1.333
31004,Aldan,2013,8,62,59,16,-25.822,2.5
31004,Aldan,2013,9,59,59,23,-26.108,2.835
31004,Aldan,2013,10,62,60,26,-21.348,3.273
31004,Aldan,2013,11,60,58,33,-19.01,6.067
31004,Aldan,2013,12,62,62,40,-14.497,7.63
31004,Aldan,2014,1,62,59,39,-13.444,5.713
31004,Aldan,2014,2,56,56,42,-12.85,5.562
31004,Aldan,2014,3,62,62,44,-22.776,4.186
31004,Aldan,2014,4,60,59,37,-28.237,1.938
31004,Aldan,2014,5,62,61,3,-32.089,1.067
31004,Aldan,2014,6,60,59,11,-31.269,0.982
31004,Aldan,2014,7,62,60,20,-29.117,1.09
31004,Aldan,2014,8,61,60,31,-28.077,2.09
31004,Aldan,2014,9,58,58,24,-25.238,2.058
31004,Aldan,2014,10,62,61,26,-23.539,4.435
31004,Aldan,2014,11,60,60,31,-19.687,4.368
31004,Aldan,2014,12,62,62,35,-11.197,5.394
31004,Aldan,2015,1,31,31,14,-17.568,5.271
31004,Aldan,2015,2,28,28,17,-17.186,7.082
31004,Aldan,2015,3,31,31,15,-25.129,3.747
31004,Aldan,2015,4,60,60,16,-28.145,1.325
31004,Aldan,2015,5,62,61,7,-31.367,0.471
31004,Aldan,2015,6,59,57,2,-31.626,0.4
31004,Aldan,2015,7,62,60,6,-31.673,0.733
31004,Aldan,2015,8,62,61,26,-28.926,3.008
31004,Aldan,2015,9,59,58,25,-26.579,2.92
31004,Aldan,2015,10,62,62,14,-22.41,2.75
31004,Aldan,2015,11,60,60,20,-18.577,4.3
31004,Aldan,2015,12,62,62,21,-19.568,5.581
31004,Aldan,2016,1,62,62,15,-14.955,8.387
31004,Aldan,2016,2,58,58,24,-17.007,4.092
31004,Aldan,2016,3,62,61,29,-24.585,3.317
31004,Aldan,2016,4,60,59,19,-29.056,2.326
31004,Aldan,2016,5,62,62,4,-30.302,0.4
31004,Aldan,2016,6,60,59,2,-32.208,1.5
31004,Aldan,2016,7,62,61,4,-27.392,0.75
31004,Aldan,2016,8,62,60,20,-27.365,1.95
31004,Aldan,2016,9,60,59,24,-26.397,2.667
31004,Aldan,2016,10,62,62,8,-22.79,2.45
31004,Aldan,2016,11,60,60,35,-17.48,4.589
31004,Aldan,2016,12,60,60,27,-17.633,4.533
31004,Aldan,2017,1,62,62,25,-16.997,6.232
31004,Aldan,2017,2,56,55,30,-16.28,5.7
31004,Aldan,2017,3,62,62,27,-23.706,2.826
31004,Aldan,2017,4,60,59,8,-30.169,1.888
31004,Aldan,2017,5,62,62,7,-29.768,0.557
31004,Aldan,2017,6,59,58,4,-33.56,1.3
31004,Aldan,2017,7,62,61,10,-29.631,1.92
31004,Aldan,2017,8,61,60,17,-27.907,1.506
31004,Aldan,2017,9,58,58,16,-25.067,2.231
31004,Aldan,2017,10,62,62,17,-24.455,3.965
31004,Aldan,2017,11,60,60,15,-17.77,3.053
31004,Aldan,2017,12,62,62,40,-12.003,8.235
31004,Aldan,2018,1,62,62,30,-14.429,4.087
31004,Aldan,2018,2,56,55,38,-15.476,4.963
31004,Aldan,2018,3,62,62,33,-22.358,3.618
31004,Aldan,2018,4,60,60,23,-27.595,2.526
31004,Aldan,2018,5,62,62,14,-29.695,1.379
31004,Aldan,2018,6,60,60,10,-31.527,1.2
31004,Aldan,2018,7,62,62,7,-29.274,1.114
31004,Aldan,2018,8,62,62,20,-28.177,1.84
31004,Aldan,2018,9,60,60,24,-25.367,2.987
31004,Aldan,2018,10,62,62,22,-22.71,3.445
31004,Aldan,2018,11,60,60,36,-16.763,4.547
31004,Aldan,2018,12,62,62,30,-14.384,2.747
31004,Aldan,2019,1,62,62,36,-16.458,3.939
31004,Aldan,2019,2,56,56,22,-18.607,3.018
31004,Aldan,2019,3,62,62,47,-23.303,3.498
31004,Aldan,2019,4,60,59,19,-29.831,1.584
31004,Aldan,2019,5,62,61,7,-31.88,0.943
31004,Aldan,2019,6,60,60,9,-32.713,1.444
31004,Aldan,2019,7,62,60,22,-29.08,1.209
31004,Aldan,2019,8,62,62,29,-28.826,2.276
31004,Aldan,2019,9,60,59,23,-26.424,1.6
31004,Aldan,2019,10,62,61,12,-25.495,3.183
31004,Aldan,2019,11,60,60,22,-15.102,3.491
31004,Aldan,2019,12,62,62,26,-14.123,5.154
31004,Aldan,2020,1,62,62,22,-21.339,3.282
31004,Aldan,2020,2,58,57,19,-19.242,6.232
31004,Aldan,2020,3,62,61,23,-23.757,3.322
31004,Aldan,2020,4,60,60,21,-28.293,2.3
31004,Aldan,2020,5,61,61,9,-31.12,0.733
31004,Aldan,2020,6,60,59,5,-34.429,1.56
31004,Aldan,2020,7,60,60,7,-29.857,1.686
31004,Aldan,2020,8,62,62,16,-28.387,1.9
31004,Aldan,2020,9,60,60,36,-26.52,3.344
31004,Aldan,2020,10,62,62,23,-23.681,3.296
31004,Aldan,2020,11,58,58,18,-20.641,3.922
31004,Aldan,2020,12,62,62,20,-16.755,5.14
31004,Aldan,2021,1,62,62,35,-10.523,5.531
31004,Aldan,2021,2,56,55,39,-10.669,5.405
31004,Aldan,2021,3,62,62,28,-23.319,2.793
31004,Aldan,2021,4,60,60,15,-26.37,1.593
31004,Aldan,2021,5,62,61,8,-31.851,0.95
31004,Aldan,2021,6,59,58,3,-31.717,2.0
31004,Aldan,2021,7,62,62,9,-29.116,1.667
31004,Aldan,2021,8,62,62,16,-27.365,2.225
31004,Aldan,2021,9,57,56,19,-25.818,4.479
31004,Aldan,2021,10,62,62,15,-26.235,2.087
31004,Aldan,2021,11,60,60,27,-18.54,6.222
31004,Aldan,2021,12,62,62,28,-14.626,3.543
31004,Aldan,2022,1,62,62,45,-12.219,6.698
31004,Aldan,2022,2,56,56,34,-15.304,5.365
31004,Aldan,2022,3,62,61,40,-24.449,3.845
31004,Aldan,2022,4,60,59,14,-30.61,1.314
31004,Aldan,2022,5,62,62,4,-28.815,1.65
31004,Aldan,2022,6,58,58,5,-33.838,3.56
31004,Aldan,2022,7,62,62,15,-30.087,1.92
31004,Aldan,2022,8,62,62,10,-28.132,1.86
31004,Aldan,2022,9,60,58,16,-27.434,2.837
31004,Aldan,2022,10,62,62,6,-25.776,1.783
31004,Aldan,2022,11,60,60,28,-18.243,6.8
31004,Aldan,2022,12,62,62,32,-11.474,7.438
31004,Aldan,2023,1,62,61,37,-13.364,5.746
31004,Aldan,2023,2,56,56,28,-18.882,3.314
31004,Aldan,2023,3,62,62,25,-22.982,2.664
31004,Aldan,2023,4,60,60,16,-27.133,2.006
31004,Aldan,2023,5,62,62,3,-31.265,0.467
31004,Aldan,2023,6,60,59,5,-32.11,1.72
31004,Aldan,2023,7,62,62,13,-30.968,2.2
31004,Aldan,2023,8,62,62,29,-29.435,2.945
31004,Aldan,2023,9,60,60,29,-25.943,2.986
31004,Aldan,2023,10,62,62,18,-24.677,3.989
31004,Aldan,2023,11,60,58,18,-18.324,4.722
31004,Aldan,2023,12,62,61,26,-11.852,3.969
31004,Aldan,2024,1,62,61,37,-15.793,3.903
31004,Aldan,2024,2,58,58,34,-16.193,4.918
31004,Aldan,2024,3,62,62,27,-23.379,3.926
31004,Aldan,2024,4,60,60,12,-26.52,2.042
31004,Aldan,2024,5,62,61,6,-32.033,1.267
31004,Aldan,2024,6,60,59,4,-34.198,1.95
31004,Aldan,2024,7,62,62,12,-30.597,1.75
31004,Aldan,2024,8,62,62,17,-28.132,2.376
31004,Aldan,2024,9,60,60,11,-27.127,2.027
31004,Aldan,2024,10,62,62,13,-26.387,2.338
31004,Aldan,2024,11,60,60,28,-20.17,4.636
31004,Aldan,2024,12,62,62,17,-17.194,2.835
31004,Aldan,2025,1,62,62,39,-14.548,5.374
31004,Aldan,2025,2,56,56,31,-16.182,5.916
31004,Aldan,2025,3,62,61,42,-21.377,4.048
31004,Aldan,2025,4,60,59,16,-27.944,1.444
31004,Aldan,2025,5,62,61,6,-30.1,2.267
31004,Aldan,2025,6,60,60,4,-31.013,1.7
31004,Aldan,2025,7,62,62,5,-29.058,1.2
31004,Aldan,2025,8,62,59,24,-29.049,1.842
31004,Aldan,2025,9,60,59,23,-27.786,2.739
31004,Aldan,2025,10,62,62,23,-24.092,2.957
31004,Aldan,2025,11,60,60,21,-19.857,5.438
31004,Aldan,2025,12,62,61,36,-12.584,4.744
31004,Aldan,2026,1,53,51,18,-9.608,4.378
31004,Aldan,2026,2,56,50,33,-14.524,4.455
31004,Aldan,2026,3,62,62,40,-22.382,4.325
31004,Aldan,2026,4,60,58,24,-27.9,1.796
31004,Aldan,2026,5,62,60,7,-31.728,0.886
31004,Aldan,2026,6,60,58,7,-31.71,1.171
31004,Aldan,2026,7,38,38,3,-28.221,0.867
