station_id,station_name,year,month,profiles_total,profiles_good,profiles_with_inversion,mean_delta_t_top_surface_c,mean_inversion_delta_t_c
31004,Aldan,2012,5,62,62,2,-29.429,0.5
31004,Aldan,2012,6,59,59,9,-30.724,1.644
31004,Aldan,2012,7,59,59,8,-28.605,2.075
31004,Aldan,2012,8,61,61,16,-26.857,1.588
31004,Aldan,2012,9,60,60,22,-27.328,3.727
31004,Aldan,2012,10,61,61,4,-19.351,2.2
31004,Aldan,2012,11,58,58,17,-14.245,5.918
31004,Aldan,2012,12,62,61,15,-10.269,11.413
31004,Aldan,2013,1,62,62,19,-10.787,8.021
31004,Aldan,2013,2,56,56,23,-16.514,4.957
31004,Aldan,2013,3,62,61,20,-19.03,3.39
31004,Aldan,2013,4,60,60,10,-27.338,2.34
31004,Aldan,2013,5,62,61,2,-30.326,1.4
31004,Aldan,2013,6,59,58,5,-31.379,1.28
31004,Aldan,2013,7,62,58,1,-27.772,0.8
31004,Aldan,2013,8,62,59,12,-25.822,2.2
31004,Aldan,2013,9,59,59,20,-26.108,3.09
31004,Aldan,2013,10,62,60,10,-21.348,2.41
31004,Aldan,2013,11,60,58,16,-19.01,6.1
31004,Aldan,2013,12,62,62,17,-14.497,5.576
31004,Aldan,2014,1,62,59,20,-13.444,6.54
31004,Aldan,2014,2,56,56,24,-12.85,5.358
31004,Aldan,2014,3,62,62,34,-22.776,4.447
31004,Aldan,2014,4,60,59,26,-28.237,1.958
31004,Aldan,2014,5,62,61,2,-32.089,0.9
31004,Aldan,2014,6,60,59,6,-31.269,1.267
31004,Aldan,2014,7,62,60,13,-29.117,1.292
31004,Aldan,2014,8,61,60,21,-28.077,2.771
31004,Aldan,2014,9,58,58,16,-25.238,2.575
31004,Aldan,2014,10,62,61,17,-23.539,4.506
31004,Aldan,2014,11,60,60,15,-19.687,5.147
31004,Aldan,2014,12,62,62,12,-11.197,5.683
31004,Aldan,2015,1,31,31,5,-17.568,2.08
31004,Aldan,2015,2,28,28,11,-17.186,8.055
31004,Aldan,2015,3,31,31,13,-25.129,3.431
31004,Aldan,2015,4,60,60,10,-28.145,1.44
31004,Aldan,2015,5,62,61,6,-31.367,0.483
31004,Aldan,2015,6,59,57,2,-31.626,0.4
31004,Aldan,2015,7,62,60,5,-31.673,0.64
31004,Aldan,2015,8,62,61,22,-28.926,3.2
31004,Aldan,2015,9,59,58,15,-26.579,3.367
31004,Aldan,2015,10,62,62,10,-22.41,3.19
31004,Aldan,2015,11,60,60,8,-18.577,4.225
31004,Aldan,2015,12,62,62,10,-19.568,5.04
31004,Aldan,2016,1,62,62,8,-14.955,7.425
31004,Aldan,2016,2,58,58,12,-17.007,5.3
31004,Aldan,2016,3,62,61,19,-24.585,3.737
31004,Aldan,2016,4,60,59,13,-29.056,2.692
31004,Aldan,2016,5,62,62,0,-30.302,
31004,Aldan,2016,6,60,59,1,-32.208,2.4
31004,Aldan,2016,7,62,61,4,-27.392,0.75
31004,Aldan,2016,8,62,60,14,-27.365,2.214
31004,Aldan,2016,9,60,59,15,-26.397,3.12
31004,Aldan,2016,10,62,62,5,-22.79,2.88
31004,Aldan,2016,11,60,60,18,-17.48,3.967
31004,Aldan,2016,12,60,60,11,-17.633,6.109
31004,Aldan,2017,1,62,62,6,-16.997,9.6
31004,Aldan,2017,2,56,55,12,-16.28,4.517
31004,Aldan,2017,3,62,62,15,-23.706,2.98
31004,Aldan,2017,4,60,59,6,-30.169,2.083
31004,Aldan,2017,5,62,62,7,-29.768,0.557
31004,Aldan,2017,6,59,58,2,-33.56,1.5
31004,Aldan,2017,7,62,61,8,-29.631,1.9
31004,Aldan,2017,8,61,60,11,-28.24,1.655
31004,Aldan,2017,9,58,58,13,-25.067,2.554
31004,Aldan,2017,10,62,62,11,-24.455,5.145
31004,Aldan,2017,11,60,60,11,-17.763,3.418
31004,Aldan,2017,12,62,62,18,-12.003,8.522
31004,Aldan,2018,1,62,62,11,-14.429,5.109
31004,Aldan,2018,2,56,55,23,-15.476,5.383
31004,Aldan,2018,3,62,62,25,-22.358,3.792
31004,Aldan,2018,4,60,60,17,-27.595,2.9
31004,Aldan,2018,5,62,62,11,-29.695,1.464
31004,Aldan,2018,6,60,60,7,-31.527,0.943
31004,Aldan,2018,7,62,62,4,-29.274,1.1
31004,Aldan,2018,8,62,62,16,-28.177,2.075
31004,Aldan,2018,9,60,60,19,-25.367,3.421
31004,Aldan,2018,10,62,62,8,-22.71,3.763
31004,Aldan,2018,11,60,60,11,-16.763,4.345
31004,Aldan,2018,12,62,62,10,-14.384,4.14
31004,Aldan,2019,1,62,62,22,-16.458,3.836
31004,Aldan,2019,2,56,56,13,-18.607,3.077
31004,Aldan,2019,3,62,62,39,-23.303,3.703
31004,Aldan,2019,4,60,59,15,-29.831,1.833
31004,Aldan,2019,5,62,61,7,-31.88,0.943
31004,Aldan,2019,6,60,60,8,-32.713,1.6
31004,Aldan,2019,7,62,60,16,-29.08,1.437
31004,Aldan,2019,8,62,62,24,-28.826,2.3
31004,Aldan,2019,9,60,59,11,-26.424,1.564
31004,Aldan,2019,10,62,61,7,-25.495,4.157
31004,Aldan,2019,11,60,60,11,-15.102,3.873
31004,Aldan,2019,12,62,62,14,-14.123,6.086
31004,Aldan,2020,1,62,62,13,-21.339,3.354
31004,Aldan,2020,2,58,57,7,-19.242,4.743
31004,Aldan,2020,3,62,61,17,-23.757,3.553
31004,Aldan,2020,4,60,60,8,-28.293,2.388
31004,Aldan,2020,5,61,61,8,-31.12,0.775
31004,Aldan,2020,6,60,59,4,-34.429,1.65
31004,Aldan,2020,7,60,60,2,-29.857,2.0
31004,Aldan,2020,8,62,62,10,-28.387,2.26
31004,Aldan,2020,9,60,60,25,-26.52,3.652
31004,Aldan,2020,10,62,62,14,-23.681,3.757
31004,Aldan,2020,11,58,58,8,-20.641,3.725
31004,Aldan,2020,12,62,62,14,-16.755,5.471
31004,Aldan,2021,1,62,62,17,-10.523,7.212
31004,Aldan,2021,2,56,55,17,-10.669,5.882
31004,Aldan,2021,3,62,62,16,-23.319,2.9
31004,Aldan,2021,4,60,60,8,-26.37,1.938
31004,Aldan,2021,5,62,61,4,-31.851,1.2
31004,Aldan,2021,6,59,58,2,-31.717,1.5
31004,Aldan,2021,7,62,62,7,-29.116,1.686
31004,Aldan,2021,8,62,62,12,-27.365,2.333
31004,Aldan,2021,9,57,56,12,-25.818,4.633
31004,Aldan,2021,10,62,62,9,-26.235,2.522
31004,Aldan,2021,11,60,60,10,-18.54,3.14
31004,Aldan,2021,12,62,62,19,-14.626,4.063
31004,Aldan,2022,1,62,62,22,-12.219,6.218
31004,Aldan,2022,2,56,56,8,-15.304,5.45
31004,Aldan,2022,3,62,61,26,-24.449,3.654
31004,Aldan,2022,4,60,59,10,-30.61,1.46
31004,Aldan,2022,5,62,62,3,-28.815,1.133
31004,Aldan,2022,6,58,58,5,-33.838,3.56
31004,Aldan,2022,7,62,62,6,-30.087,2.033
31004,Aldan,2022,8,62,62,8,-28.132,1.975
31004,Aldan,2022,9,60,58,9,-27.438,3.267
31004,Aldan,2022,10,62,62,3,-25.776,2.267
31004,Aldan,2022,11,60,60,12,-18.243,6.917
31004,Aldan,2022,12,62,62,10,-11.474,7.24
31004,Aldan,2023,1,62,61,18,-13.364,6.511
31004,Aldan,2023,2,56,56,12,-18.882,3.283
31004,Aldan,2023,3,62,62,15,-22.982,2.507
31004,Aldan,2023,4,60,60,9,-27.133,1.789
31004,Aldan,2023,5,62,62,3,-31.265,0.467
31004,Aldan,2023,6,60,59,4,-32.11,1.8
31004,Aldan,2023,7,62,62,8,-30.968,2.775
31004,Aldan,2023,8,62,62,16,-29.435,3.275
31004,Aldan,2023,9,60,60,16,-25.943,2.731
31004,Aldan,2023,10,62,62,10,-24.677,3.58
31004,Aldan,2023,11,60,58,5,-18.324,8.04
31004,Aldan,2023,12,62,61,5,-11.852,3.68
31004,Aldan,2024,1,62,61,16,-15.793,3.837
31004,Aldan,2024,2,58,58,13,-16.193,4.2
31004,Aldan,2024,3,62,62,10,-23.379,3.32
31004,Aldan,2024,4,60,60,8,-26.52,1.837
31004,Aldan,2024,5,62,61,3,-32.03,1.4
31004,Aldan,2024,6,60,59,3,-34.198,1.4
31004,Aldan,2024,7,62,62,7,-30.597,1.286
31004,Aldan,2024,8,62,62,8,-28.132,2.75
31004,Aldan,2024,9,60,60,5,-27.127,1.64
31004,Aldan,2024,10,62,62,7,-26.387,2.143
31004,Aldan,2024,11,60,60,8,-20.17,5.3
31004,Aldan,2024,12,62,62,7,-17.194,2.8
31004,Aldan,2025,1,62,62,14,-14.548,4.186
31004,Aldan,2025,2,56,56,14,-16.182,4.029
31004,Aldan,2025,3,62,61,17,-21.377,3.929
31004,Aldan,2025,4,60,59,12,-27.944,1.583
31004,Aldan,2025,5,62,61,5,-30.1,2.48
31004,Aldan,2025,6,60,60,3,-31.013,1.6
31004,Aldan,2025,7,62,62,4,-29.058,1.25
31004,Aldan,2025,8,62,59,10,-29.049,1.62
31004,Aldan,2025,9,60,59,17,-27.786,2.847
31004,Aldan,2025,10,62,62,11,-24.092,2.827
31004,Aldan,2025,11,60,60,13,-19.857,6.015
31004,Aldan,2025,12,62,61,11,-12.584,4.2
31004,Aldan,2026,1,53,51,6,-9.608,3.933
31004,Aldan,2026,2,56,50,12,-14.524,5.35
31004,Aldan,2026,3,62,62,18,-22.382,4.222
31004,Aldan,2026,4,60,58,17,-27.9,1.324
31004,Aldan,2026,5,62,60,5,-31.728,0.96
31004,Aldan,2026,6,60,58,3,-31.71,0.867
31004,Aldan,2026,7,38,38,1,-28.221,1.2
