profile_id,station_name,source_file,station_id,subset_index,report_datetime_utc,data_status,REC,OBS,REPORT TIME,WMO/STATION/SATELLITE ID,LATI-,LONGI-,STN,SEQ,VSIG,PRES,GEOPOT,FLVL,AIR,DEW-,REL,WIND,WIND.1,replication_index,pressure_hpa,geopotential_height_m,height_010009_m,height_007007_m,height_bufr_m,height_phi_m,height_decoded_m,height_msl_m,height_msl_source,height_agl_m,station_elevation_m,below_station,in_working_profile,qc_flag,geopotential_m2s2,air_temperature_c,dew_point_temperature_c,wind_direction_deg,wind_speed,relative_humidity_percent,vertical_significance_code,VSIG_fxy,VSIG_unit,VSIG_kind,PRES_fxy,PRES_unit,PRES_kind,GEOPOT_fxy,GEOPOT_unit,GEOPOT_kind,FLVL_fxy,FLVL_unit,FLVL_kind,AIR_fxy,AIR_unit,AIR_kind,DEW-_fxy,DEW-_unit,DEW-_kind,REL_fxy,REL_unit,REL_kind,WIND_fxy,WIND_unit,WIND_kind,WIND.1_fxy,WIND.1_unit,WIND.1_kind
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,11,MAXW,166.0,,13054.2,-57.29999999999998,-61.89999999999998,55.7,,,10,166.0,13054.2,,,,,13054.2,13054.2,enriched,12374.2,680.0,False,False,,,-57.29999999999998,-61.89999999999998,,,55.7,4,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,12,MAXW,104.0,,15774.9,-54.099999999999966,-61.099999999999966,41.8,,,11,104.0,15774.9,,,,,15774.9,15774.9,enriched,15094.9,680.0,False,False,,,-54.099999999999966,-61.099999999999966,,,41.8,4,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,13,SFC,927.0,,680.0,,,,205.0,2.0,12,927.0,680.0,,,,,680.0,680.0,enriched,0.0,680.0,False,False,,,,,205.0,2.0,,64,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,14,MANL,914.0,,799.0,,,,225.0,6.0,13,914.0,799.0,,,,,799.0,799.0,enriched,119.0,680.0,False,False,,,,,225.0,6.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,15,MANL,852.0,,1386.0,,,,225.0,10.0,14,852.0,1386.0,,,,,1386.0,1386.0,enriched,706.0,680.0,False,False,,,,,225.0,10.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,16,MANL,685.0,,3160.1,,,,275.0,10.0,15,685.0,3160.1,,,,,3160.1,3160.1,enriched,2480.1,680.0,False,False,,,,,275.0,10.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,17,MANL,543.0,,4969.9,,,,265.0,12.0,16,543.0,4969.9,,,,,4969.9,4969.9,enriched,4289.9,680.0,False,False,,,,,265.0,12.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,18,MANL,475.0,,5976.5,,,,270.0,8.0,17,475.0,5976.5,,,,,5976.5,5976.5,enriched,5296.5,680.0,False,False,,,,,270.0,8.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,19,MANL,414.0,,6984.3,,,,255.0,11.0,18,414.0,6984.3,,,,,6984.3,6984.3,enriched,6304.3,680.0,False,False,,,,,255.0,11.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,20,MANL,334.0,,8506.8,,,,290.0,5.0,19,334.0,8506.8,,,,,8506.8,8506.8,enriched,7826.8,680.0,False,False,,,,,290.0,5.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,21,MANL,228.0,,11064.9,,,,275.0,17.0,20,228.0,11064.9,,,,,11064.9,11064.9,enriched,10384.9,680.0,False,False,,,,,275.0,17.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,22,MANL,142.0,,13989.9,,,,265.0,21.0,21,142.0,13989.9,,,,,13989.9,13989.9,enriched,13309.9,680.0,False,False,,,,,265.0,21.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,23,MANL,121.0,,14920.4,,,,285.0,18.0,22,121.0,14920.4,,,,,14920.4,14920.4,enriched,14240.4,680.0,False,False,,,,,285.0,18.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,24,MANL,104.0,,15774.9,,,,260.0,17.0,23,104.0,15774.9,,,,,15774.9,15774.9,enriched,15094.9,680.0,False,False,,,,,260.0,17.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,25,MAXW,95.9,,16222.6,-54.49999999999997,-61.49999999999997,41.7,,,24,95.9,16222.6,,,,,16222.6,16222.6,enriched,15542.6,680.0,False,False,,,-54.49999999999997,-61.49999999999997,,,41.7,4,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,26,MAXW,47.6,,19815.2,-52.89999999999998,-61.89999999999998,32.7,,,25,47.6,19815.2,,,,,19815.2,19815.2,enriched,19135.2,680.0,False,False,,,-52.89999999999998,-61.89999999999998,,,32.7,4,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,27,MAXW,34.6,,21299.1,-52.89999999999998,-62.89999999999998,28.7,,,26,34.6,21299.1,,,,,21299.1,21299.1,enriched,20619.1,680.0,False,False,,,-52.89999999999998,-62.89999999999998,,,28.7,4,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,28,MANL,95.9,,16222.6,,,,270.0,12.0,27,95.9,16222.6,,,,,16222.6,16222.6,enriched,15542.6,680.0,False,False,,,,,270.0,12.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,29,MANL,76.0,,17468.9,,,,270.0,11.0,28,76.0,17468.9,,,,,17468.9,17468.9,enriched,16788.9,680.0,False,False,,,,,270.0,11.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,30,MANL,65.0,,18276.3,,,,250.0,13.0,29,65.0,18276.3,,,,,18276.3,18276.3,enriched,17596.3,680.0,False,False,,,,,250.0,13.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,31,MANL,60.1,,18672.0,,,,275.0,12.0,30,60.1,18672.0,,,,,18672.0,18672.0,enriched,17992.0,680.0,False,False,,,,,275.0,12.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,32,MANL,55.6,,19059.2,,,,275.0,15.0,31,55.6,19059.2,,,,,19059.2,19059.2,enriched,18379.2,680.0,False,False,,,,,275.0,15.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,33,MANL,51.4,,19444.2,,,,300.0,16.0,32,51.4,19444.2,,,,,19444.2,19444.2,enriched,18764.2,680.0,False,False,,,,,300.0,16.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,34,MANL,47.6,,19815.2,,,,300.0,11.0,33,47.6,19815.2,,,,,19815.2,19815.2,enriched,19135.2,680.0,False,False,,,,,300.0,11.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,35,MANL,44.0,,20189.4,,,,250.0,6.0,34,44.0,20189.4,,,,,20189.4,20189.4,enriched,19509.4,680.0,False,False,,,,,250.0,6.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,36,MANL,40.7,,20555.0,,,,255.0,13.0,35,40.7,20555.0,,,,,20555.0,20555.0,enriched,19875.0,680.0,False,False,,,,,255.0,13.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,37,MANL,37.7,,20908.7,,,,305.0,10.0,36,37.7,20908.7,,,,,20908.7,20908.7,enriched,20228.7,680.0,False,False,,,,,305.0,10.0,,2,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,38,SFC,992.0,,680.0,12.0,9.700000000000045,85.8,205.0,2.0,37,992.0,680.0,,,,,680.0,104.6,baro_below_station,-575.4,680.0,True,False,below_station,,12.0,9.700000000000045,205.0,2.0,85.8,64,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,39,MANL,1000.0,392.0,40.0,,,,,,38,1000.0,40.0,,,,40.0,40.0,40.0,phi,-640.0,680.0,True,False,below_station,392.0,,,,,,32,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,40,MANL,925.0,6860.0,699.6,12.800000000000011,9.900000000000034,82.5,,,39,925.0,699.6,,,,699.6,699.6,699.6,phi,19.6,680.0,False,True,,6860.0,12.800000000000011,9.900000000000034,,,82.5,32,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,41,MANL,850.0,13916.0,1419.4,15.0,2.0,41.5,225.0,10.0,40,850.0,1419.4,,,,1419.4,1419.4,1419.4,phi,739.4,680.0,False,True,,13916.0,15.0,2.0,225.0,10.0,41.5,32,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,42,MANL,700.0,29596.0,3019.4,0.8000000000000114,-4.199999999999989,69.2,270.0,11.0,41,700.0,3019.4,,,,3019.4,3019.4,3019.4,phi,2339.4,680.0,False,True,,29596.0,0.8000000000000114,-4.199999999999989,270.0,11.0,69.2,32,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_20000914_1200_12,Aldan,gdex_data\raw\2000\gdas.adpupa.t12z.20000914.bufr,31004,2,2000-09-14T12:00:00,OK,ADPUPA,RAOBF,200009141200,31004,58.62,125.37,,43,MANL,500.0,55076.0,5621.1,-18.299999999999983,-28.299999999999983,41.2,270.0,10.0,42,500.0,5621.1,,,,5621.1,5621.1,5621.1,phi,4941.1,680.0,False,True,,55076.0,-18.299999999999983,-28.299999999999983,270.0,10.0,41.2,32,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
