profile_id,station_id,station_name,datetime_utc,year,month,cycle,n_levels_total,n_levels_to_500,p_surface_hpa,t_surface_c,p_top_hpa,t_top_c,delta_t_top_surface_c,inversion_detected,inversion_top_pressure_hpa,inversion_top_height_m,inversion_top_temp_c,inversion_delta_t_c,profile_status,source_file
31004_19991114_1200_12,31004,Aldan,1999-11-14T12:00:00,1999,11,12,59.0,16.0,1000.0,-58.49999999999997,500.0,-37.69999999999999,20.799999999999983,True,942.0,1289.0,-19.099999999999966,39.400000000000006,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991114.bufr
31004_19991119_1200_12,31004,Aldan,1999-11-19T12:00:00,1999,11,12,65.0,10.0,1000.0,-58.49999999999997,500.0,-48.49999999999997,10.0,True,923.0,1229.3,-30.099999999999966,28.400000000000006,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991119.bufr
31004_19991126_1200_12,31004,Aldan,1999-11-26T12:00:00,1999,11,12,64.0,13.0,1000.0,-48.69999999999999,500.0,-42.69999999999999,6.0,True,929.0,942.0,-25.099999999999966,23.600000000000023,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991126.bufr
31004_19991127_1200_12,31004,Aldan,1999-11-27T12:00:00,1999,11,12,54.0,9.0,929.0,-22.899999999999977,500.0,-42.49999999999997,-19.599999999999994,False,,,,,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991127.bufr
31004_19991122_1200_12,31004,Aldan,1999-11-22T12:00:00,1999,11,12,57.0,12.0,1000.0,-55.49999999999997,500.0,-43.89999999999998,11.599999999999994,True,919.0,706.9,-28.69999999999999,26.799999999999983,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991122.bufr
31004_19991121_1200_12,31004,Aldan,1999-11-21T12:00:00,1999,11,12,45.0,10.0,931.0,-30.69999999999999,500.0,-41.49999999999997,-10.799999999999983,True,916.0,734.0,-24.299999999999983,6.400000000000006,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991121.bufr
31004_19991128_1200_12,31004,Aldan,1999-11-28T12:00:00,1999,11,12,54.0,10.0,923.0,-19.099999999999966,500.0,-39.49999999999997,-20.400000000000006,False,,,,,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991128.bufr
31004_19991129_1200_12,31004,Aldan,1999-11-29T12:00:00,1999,11,12,51.0,12.0,930.0,-21.69999999999999,500.0,-43.49999999999997,-21.799999999999983,False,,,,,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991129.bufr
31004_19991123_1200_12,31004,Aldan,1999-11-23T12:00:00,1999,11,12,54.0,11.0,947.0,-31.899999999999977,500.0,-44.69999999999999,-12.800000000000011,False,,,,,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991123.bufr
31004_19991124_1200_12,31004,Aldan,1999-11-24T12:00:00,1999,11,12,43.0,11.0,940.0,-25.69999999999999,500.0,-41.099999999999966,-15.399999999999977,True,925.0,652.8,-25.099999999999966,0.6000000000000227,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991124.bufr
31004_19991201_1200_12,31004,Aldan,1999-12-01T12:00:00,1999,12,12,40.0,11.0,944.0,-29.69999999999999,500.0,-41.89999999999998,-12.199999999999989,False,,,,,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991201.bufr
31004_19991204_1200_12,31004,Aldan,1999-12-04T12:00:00,1999,12,12,54.0,12.0,930.0,-14.699999999999989,500.0,-35.69999999999999,-21.0,False,,,,,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991204.bufr
31004_19991203_1200_12,31004,Aldan,1999-12-03T12:00:00,1999,12,12,52.0,13.0,938.0,-15.099999999999966,500.0,-37.099999999999966,-22.0,False,,,,,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991203.bufr
31004_19991202_1200_12,31004,Aldan,1999-12-02T12:00:00,1999,12,12,43.0,12.0,938.0,-17.899999999999977,500.0,-37.099999999999966,-19.19999999999999,False,,,,,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991202.bufr
31004_19991205_1200_12,31004,Aldan,1999-12-05T12:00:00,1999,12,12,35.0,7.0,924.0,-12.899999999999977,500.0,-37.29999999999998,-24.400000000000006,False,,,,,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991205.bufr
31004_19991225_1200_12,31004,Aldan,1999-12-25T12:00:00,1999,12,12,14.0,4.0,925.0,-12.5,500.0,-34.69999999999999,-22.19999999999999,False,,,,,short,gdex_data\raw\1999\gdas.adpupa.t12z.19991225.bufr
31004_19991226_1200_12,31004,Aldan,1999-12-26T12:00:00,1999,12,12,56.0,12.0,935.0,-18.69999999999999,500.0,-37.29999999999998,-18.599999999999994,True,920.0,697.9,-16.099999999999966,2.6000000000000227,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991226.bufr
31004_19991227_1200_12,31004,Aldan,1999-12-27T12:00:00,1999,12,12,53.0,9.0,932.0,-27.899999999999977,500.0,-35.89999999999998,-8.0,True,917.0,725.0,-18.49999999999997,9.400000000000006,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991227.bufr
31004_19991228_1200_12,31004,Aldan,1999-12-28T12:00:00,1999,12,12,55.0,11.0,930.0,-30.899999999999977,500.0,-40.89999999999998,-10.0,True,890.0,972.3,-21.299999999999983,9.599999999999994,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991228.bufr
31004_19991230_1200_12,31004,Aldan,1999-12-30T12:00:00,1999,12,12,47.0,8.0,941.0,-36.29999999999998,500.0,-46.099999999999966,-9.799999999999983,True,875.0,1665.2,-24.899999999999977,11.400000000000006,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991230.bufr
31004_19991229_1200_12,31004,Aldan,1999-12-29T12:00:00,1999,12,12,55.0,10.0,938.0,-28.49999999999997,500.0,-42.099999999999966,-13.599999999999994,True,873.0,1131.1,-24.299999999999983,4.199999999999989,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991229.bufr
31004_19991231_1200_12,31004,Aldan,1999-12-31T12:00:00,1999,12,12,33.0,9.0,943.0,-35.69999999999999,500.0,-47.099999999999966,-11.399999999999977,True,927.0,634.9,-21.899999999999977,13.800000000000011,good,gdex_data\raw\1999\gdas.adpupa.t12z.19991231.bufr
31004_20000505_0000_00,31004,Aldan,2000-05-05T00:00:00,2000,5,00,71.0,12.0,1000.0,-44.49999999999997,500.0,-23.49999999999997,21.0,True,925.0,1211.6,1.400000000000034,45.900000000000006,good,gdex_data\raw\2000\gdas.adpupa.t00z.20000505.bufr
31004_20000519_0000_00,31004,Aldan,2000-05-19T00:00:00,2000,5,00,68.0,11.0,1000.0,-43.29999999999998,500.0,-30.899999999999977,12.400000000000006,True,935.0,563.4,4.400000000000034,47.70000000000002,good,gdex_data\raw\2000\gdas.adpupa.t00z.20000519.bufr
31004_20000521_0000_00,31004,Aldan,2000-05-21T00:00:00,2000,5,00,66.0,11.0,1000.0,-41.099999999999966,500.0,-26.299999999999983,14.799999999999983,True,927.0,634.9,10.400000000000034,51.5,good,gdex_data\raw\2000\gdas.adpupa.t00z.20000521.bufr
31004_20000529_0000_00,31004,Aldan,2000-05-29T00:00:00,2000,5,00,12.0,4.0,923.0,6.600000000000023,500.0,-22.49999999999997,-29.099999999999994,False,,,,,short,gdex_data\raw\2000\gdas.adpupa.t00z.20000529.bufr
31004_20000530_0000_00,31004,Aldan,2000-05-30T00:00:00,2000,5,00,13.0,5.0,926.0,10.600000000000023,500.0,-22.49999999999997,-33.099999999999994,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t00z.20000530.bufr
31004_20000531_0000_00,31004,Aldan,2000-05-31T00:00:00,2000,5,00,13.0,5.0,926.0,9.200000000000045,500.0,-24.899999999999977,-34.10000000000002,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t00z.20000531.bufr
31004_20000609_0000_00,31004,Aldan,2000-06-09T00:00:00,2000,6,00,13.0,5.0,929.0,20.0,500.0,-17.299999999999983,-37.29999999999998,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t00z.20000609.bufr
31004_20000616_0000_00,31004,Aldan,2000-06-16T00:00:00,2000,6,00,13.0,5.0,934.0,11.800000000000011,500.0,-16.5,-28.30000000000001,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t00z.20000616.bufr
31004_20000102_1200_12,31004,Aldan,2000-01-02T12:00:00,2000,1,12,28.0,8.0,945.0,-39.099999999999966,582.0,-33.099999999999966,6.0,True,880.0,597.1,-15.099999999999966,24.0,no_500,gdex_data\raw\2000\gdas.adpupa.t12z.20000102.bufr
31004_20000101_1200_12,31004,Aldan,2000-01-01T12:00:00,2000,1,12,34.0,11.0,950.0,-32.29999999999998,500.0,-41.099999999999966,-8.799999999999983,True,909.0,797.6,-22.899999999999977,9.400000000000006,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000101.bufr
31004_20000106_1200_12,31004,Aldan,2000-01-06T12:00:00,2000,1,12,30.0,8.0,952.0,-39.49999999999997,500.0,-41.89999999999998,-2.4000000000000057,True,936.0,554.5,-37.49999999999997,2.0,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000106.bufr
31004_20000107_1200_12,31004,Aldan,2000-01-07T12:00:00,2000,1,12,15.0,0.0,,,,,,False,,,,,no_surface_level,gdex_data\raw\2000\gdas.adpupa.t12z.20000107.bufr
31004_20000108_1200_12,31004,Aldan,2000-01-08T12:00:00,2000,1,12,56.0,11.0,1000.0,-50.49999999999997,500.0,-34.69999999999999,15.799999999999983,True,939.0,1164.6,-28.899999999999977,21.599999999999994,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000108.bufr
31004_20000111_1200_12,31004,Aldan,2000-01-11T12:00:00,2000,1,12,66.0,18.0,1000.0,-50.49999999999997,500.0,-36.89999999999998,13.599999999999994,True,932.0,1226.1,-28.099999999999966,22.400000000000006,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000111.bufr
31004_20000114_1200_12,31004,Aldan,2000-01-14T12:00:00,2000,1,12,47.0,9.0,938.0,-23.49999999999997,500.0,-42.099999999999966,-18.599999999999994,True,898.0,980.5,-19.099999999999966,4.400000000000006,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000114.bufr
31004_20000113_1200_12,31004,Aldan,2000-01-13T12:00:00,2000,1,12,25.0,6.0,933.0,-21.69999999999999,500.0,-40.89999999999998,-19.19999999999999,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000113.bufr
31004_20000109_1200_12,31004,Aldan,2000-01-09T12:00:00,2000,1,12,61.0,13.0,1000.0,-51.099999999999966,500.0,-38.49999999999997,12.599999999999994,True,939.0,1164.6,-29.099999999999966,22.0,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000109.bufr
31004_20000110_1200_12,31004,Aldan,2000-01-10T12:00:00,2000,1,12,45.0,11.0,943.0,-29.899999999999977,500.0,-36.69999999999999,-6.800000000000011,True,928.0,625.9,-27.49999999999997,2.4000000000000057,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000110.bufr
31004_20000115_1200_12,31004,Aldan,2000-01-15T12:00:00,2000,1,12,25.0,6.0,941.0,-22.299999999999983,500.0,-42.49999999999997,-20.19999999999999,True,925.0,652.8,-21.49999999999997,0.8000000000000114,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000115.bufr
31004_20000112_1200_12,31004,Aldan,2000-01-12T12:00:00,2000,1,12,47.0,11.0,1000.0,-52.49999999999997,500.0,-48.29999999999998,4.199999999999989,True,922.0,679.8,-25.299999999999983,27.19999999999999,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000112.bufr
31004_20000117_1200_12,31004,Aldan,2000-01-17T12:00:00,2000,1,12,66.0,9.0,938.0,-23.099999999999966,500.0,-42.89999999999998,-19.80000000000001,True,898.0,898.4,-19.899999999999977,3.1999999999999886,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000117.bufr
31004_20000118_1200_12,31004,Aldan,2000-01-18T12:00:00,2000,1,12,7.0,5.0,945.0,-28.49999999999997,500.0,-45.69999999999999,-17.200000000000017,True,850.0,1350.0,-24.69999999999999,3.799999999999983,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000118.bufr
31004_20000119_1200_12,31004,Aldan,2000-01-19T12:00:00,2000,1,12,24.0,5.0,944.0,-35.29999999999998,500.0,-44.099999999999966,-8.799999999999983,True,850.0,1350.0,-22.099999999999966,13.200000000000017,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000119.bufr
31004_20000120_1200_12,31004,Aldan,2000-01-20T12:00:00,2000,1,12,36.0,8.0,938.0,-31.899999999999977,500.0,-41.89999999999998,-10.0,True,850.0,1350.0,-23.899999999999977,8.0,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000120.bufr
31004_20000129_1200_12,31004,Aldan,2000-01-29T12:00:00,2000,1,12,55.0,11.0,956.0,-26.899999999999977,500.0,-36.099999999999966,-9.199999999999989,True,940.0,518.9,-24.299999999999983,2.5999999999999943,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000129.bufr
31004_20000131_1200_12,31004,Aldan,2000-01-31T12:00:00,2000,1,12,51.0,9.0,939.0,-13.099999999999966,500.0,-31.69999999999999,-18.600000000000023,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000131.bufr
31004_20000204_1200_12,31004,Aldan,2000-02-04T12:00:00,2000,2,12,16.0,8.0,942.0,-30.49999999999997,579.0,-30.49999999999997,0.0,True,927.0,634.9,-25.49999999999997,5.0,no_500,gdex_data\raw\2000\gdas.adpupa.t12z.20000204.bufr
31004_20000202_1200_12,31004,Aldan,2000-02-02T12:00:00,2000,2,12,24.0,5.0,937.0,-16.5,500.0,-33.89999999999998,-17.399999999999977,True,925.0,652.8,-15.099999999999966,1.400000000000034,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000202.bufr
31004_20000205_1200_12,31004,Aldan,2000-02-05T12:00:00,2000,2,12,57.0,14.0,1000.0,-46.89999999999998,500.0,-37.69999999999999,9.199999999999989,True,927.0,1193.9,-26.299999999999983,20.599999999999994,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000205.bufr
31004_20000201_1200_12,31004,Aldan,2000-02-01T12:00:00,2000,2,12,23.0,5.0,934.0,-16.099999999999966,500.0,-32.099999999999966,-16.0,True,925.0,652.8,-13.299999999999955,2.8000000000000114,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000201.bufr
31004_20000203_1200_12,31004,Aldan,2000-02-03T12:00:00,2000,2,12,48.0,13.0,939.0,-28.299999999999983,500.0,-35.89999999999998,-7.599999999999994,True,808.0,1762.5,-17.69999999999999,10.599999999999994,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000203.bufr
31004_20000206_1200_12,31004,Aldan,2000-02-06T12:00:00,2000,2,12,53.0,13.0,943.0,-25.69999999999999,500.0,-36.099999999999966,-10.399999999999977,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000206.bufr
31004_20000130_1200_12,31004,Aldan,2000-01-30T12:00:00,2000,1,12,34.0,11.0,949.0,-15.5,500.0,-31.69999999999999,-16.19999999999999,True,934.0,572.3,-14.299999999999955,1.2000000000000455,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000130.bufr
31004_20000209_1200_12,31004,Aldan,2000-02-09T12:00:00,2000,2,12,57.0,8.0,932.0,-21.899999999999977,500.0,-40.49999999999997,-18.599999999999994,True,917.0,725.0,-18.899999999999977,3.0,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000209.bufr
31004_20000210_1200_12,31004,Aldan,2000-02-10T12:00:00,2000,2,12,57.0,11.0,930.0,-26.69999999999999,500.0,-39.49999999999997,-12.799999999999983,True,915.0,743.1,-22.49999999999997,4.200000000000017,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000210.bufr
31004_20000217_1200_12,31004,Aldan,2000-02-17T12:00:00,2000,2,12,61.0,12.0,1000.0,-44.099999999999966,500.0,-38.69999999999999,5.399999999999977,True,925.0,1437.9,-21.899999999999977,22.19999999999999,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000217.bufr
31004_20000221_1200_12,31004,Aldan,2000-02-21T12:00:00,2000,2,12,53.0,14.0,1000.0,-52.89999999999998,500.0,-42.49999999999997,10.400000000000006,True,919.0,1110.0,-23.299999999999983,29.599999999999994,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000221.bufr
31004_20000219_1200_12,31004,Aldan,2000-02-19T12:00:00,2000,2,12,63.0,15.0,1000.0,-48.29999999999998,500.0,-37.099999999999966,11.200000000000017,True,936.0,1266.5,-20.49999999999997,27.80000000000001,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000219.bufr
31004_20000225_1200_12,31004,Aldan,2000-02-25T12:00:00,2000,2,12,40.0,6.0,932.0,-27.299999999999983,500.0,-41.69999999999999,-14.400000000000006,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000225.bufr
31004_20000222_1200_12,31004,Aldan,2000-02-22T12:00:00,2000,2,12,47.0,11.0,934.0,-25.099999999999966,500.0,-46.099999999999966,-21.0,True,918.0,715.9,-24.49999999999997,0.5999999999999943,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000222.bufr
31004_20000220_1200_12,31004,Aldan,2000-02-20T12:00:00,2000,2,12,50.0,13.0,934.0,-21.099999999999966,500.0,-37.89999999999998,-16.80000000000001,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000220.bufr
31004_20000223_1200_12,31004,Aldan,2000-02-23T12:00:00,2000,2,12,55.0,11.0,934.0,-20.099999999999966,500.0,-42.29999999999998,-22.200000000000017,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000223.bufr
31004_20000224_1200_12,31004,Aldan,2000-02-24T12:00:00,2000,2,12,57.0,8.0,933.0,-21.099999999999966,500.0,-43.89999999999998,-22.80000000000001,True,918.0,715.9,-19.099999999999966,2.0,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000224.bufr
31004_20000301_1200_12,31004,Aldan,2000-03-01T12:00:00,2000,3,12,46.0,9.0,933.0,-18.099999999999966,500.0,-40.89999999999998,-22.80000000000001,True,918.0,715.9,-15.099999999999966,3.0,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000301.bufr
31004_20000306_1200_12,31004,Aldan,2000-03-06T12:00:00,2000,3,12,47.0,9.0,937.0,-26.49999999999997,500.0,-46.89999999999998,-20.400000000000006,True,922.0,679.8,-23.299999999999983,3.1999999999999886,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000306.bufr
31004_20000310_1200_12,31004,Aldan,2000-03-10T12:00:00,2000,3,12,45.0,12.0,928.0,-17.899999999999977,500.0,-37.099999999999966,-19.19999999999999,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000310.bufr
31004_20000308_1200_12,31004,Aldan,2000-03-08T12:00:00,2000,3,12,51.0,10.0,935.0,-23.49999999999997,500.0,-40.69999999999999,-17.200000000000017,True,925.0,652.8,-23.099999999999966,0.4000000000000057,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000308.bufr
31004_20000311_1200_12,31004,Aldan,2000-03-11T12:00:00,2000,3,12,53.0,10.0,935.0,-23.099999999999966,500.0,-37.29999999999998,-14.200000000000017,True,920.0,697.9,-17.899999999999977,5.199999999999989,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000311.bufr
31004_20000307_1200_12,31004,Aldan,2000-03-07T12:00:00,2000,3,12,39.0,8.0,935.0,-21.899999999999977,500.0,-44.099999999999966,-22.19999999999999,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000307.bufr
31004_20000305_1200_12,31004,Aldan,2000-03-05T12:00:00,2000,3,12,51.0,9.0,938.0,-20.69999999999999,500.0,-46.29999999999998,-25.599999999999994,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000305.bufr
31004_20000314_1200_12,31004,Aldan,2000-03-14T12:00:00,2000,3,12,51.0,9.0,935.0,-17.299999999999983,500.0,-36.49999999999997,-19.19999999999999,True,920.0,697.9,-12.299999999999955,5.000000000000028,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000314.bufr
31004_20000313_1200_12,31004,Aldan,2000-03-13T12:00:00,2000,3,12,52.0,8.0,937.0,-19.099999999999966,500.0,-36.49999999999997,-17.400000000000006,True,923.0,1381.0,-12.899999999999977,6.199999999999989,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000313.bufr
31004_20000309_1200_12,31004,Aldan,2000-03-09T12:00:00,2000,3,12,57.0,14.0,1000.0,-17.899999999999977,500.0,-38.69999999999999,-20.80000000000001,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000309.bufr
31004_20000315_1200_12,31004,Aldan,2000-03-15T12:00:00,2000,3,12,56.0,11.0,1000.0,-30.099999999999966,500.0,-35.29999999999998,-5.200000000000017,True,931.0,599.1,-12.099999999999966,18.0,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000315.bufr
31004_20000312_1200_12,31004,Aldan,2000-03-12T12:00:00,2000,3,12,59.0,11.0,939.0,-21.099999999999966,500.0,-37.099999999999966,-16.0,True,924.0,661.8,-15.899999999999977,5.199999999999989,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000312.bufr
31004_20000319_1200_12,31004,Aldan,2000-03-19T12:00:00,2000,3,12,35.0,8.0,935.0,-17.099999999999966,500.0,-39.69999999999999,-22.600000000000023,True,920.0,697.9,-14.299999999999955,2.8000000000000114,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000319.bufr
31004_20000413_1200_12,31004,Aldan,2000-04-13T12:00:00,2000,4,12,34.0,9.0,935.0,-3.5,500.0,-30.69999999999999,-27.19999999999999,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000413.bufr
31004_20000415_1200_12,31004,Aldan,2000-04-15T12:00:00,2000,4,12,54.0,8.0,934.0,0.4000000000000341,500.0,-33.69999999999999,-34.10000000000002,False,,,,,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000415.bufr
31004_20000417_1200_12,31004,Aldan,2000-04-17T12:00:00,2000,4,12,62.0,11.0,1000.0,-49.099999999999966,500.0,-35.099999999999966,14.0,True,934.0,1054.8,-1.099999999999966,48.0,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000417.bufr
31004_20000419_1200_12,31004,Aldan,2000-04-19T12:00:00,2000,4,12,50.0,9.0,928.0,0.0,500.0,-31.49999999999997,-31.49999999999997,True,914.0,752.2,1.2000000000000455,1.2000000000000455,good,gdex_data\raw\2000\gdas.adpupa.t12z.20000419.bufr
