station_id,station_name,datetime_utc,year,month,cycle,profile_id,subset_index,latitude_deg,longitude_deg,data_status,data_status_reason,level_index,SEQ,VSIG,vertical_significance_code,replication_index,PRES,pressure_hpa,GEOPOT,geopotential_m2s2,height_010009_m,height_007007_m,height_bufr_m,height_phi_m,FLVL,geopotential_height_m,height_m,height_msl_m,height_agl_m,height_obs_m,height_interp_m,height_baro_m,height_source,AIR,air_temperature_c,temperature_c,DEW-,dew_point_temperature_c,REL,relative_humidity_percent,WIND,wind_direction_deg,WIND.1,wind_speed,source_file,qc_flag
31004,Aldan,1999-01-04T00:00:00Z,1999,1,00,31004_19990104_0000_00,0,58.37,125.22,OK,,2,,,,,850.0,850.0,,,,,,,1000.0,1000.0,1000.0,1000.0,321.0,1000.0,1000.0,2029.0,observed_or_geopot,-23.8,-23.8,-23.8,,,,,,,,,gdas.adpupa.t00z.19990104.bufr,
31004,Aldan,1999-01-04T00:00:00Z,1999,1,00,31004_19990104_0000_00,0,58.37,125.22,OK,,3,,,,,700.0,700.0,,,,,,,1500.0,1500.0,1500.0,1500.0,821.0,1500.0,1500.0,3588.1,observed_or_geopot,-25.8,-25.8,-25.8,,,,,,,,,gdas.adpupa.t00z.19990104.bufr,
31004,Aldan,1999-01-04T00:00:00Z,1999,1,00,31004_19990104_0000_00,0,58.37,125.22,OK,,4,,,,,600.0,600.0,,,,,,,2000.0,2000.0,2000.0,2000.0,1321.0,2000.0,2000.0,4785.5,observed_or_geopot,-28.8,-28.8,-28.8,,,,,,,,,gdas.adpupa.t00z.19990104.bufr,
31004,Aldan,1999-01-04T00:00:00Z,1999,1,00,31004_19990104_0000_00,0,58.37,125.22,OK,,5,,,,,500.0,500.0,,,,,,,2500.0,2500.0,2500.0,2500.0,1821.0,2500.0,2500.0,6157.1,observed_or_geopot,-32.8,-32.8,-32.8,,,,,,,,,gdas.adpupa.t00z.19990104.bufr,
31004,Aldan,1999-01-04T12:00:00Z,1999,1,12,31004_19990104_1200_12,0,58.37,125.22,OK,,0,,,,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,0.0,-679.0,0.0,0.0,679.0,observed_or_geopot,-26.8,-26.8,-26.8,,,,,,,,,gdas.adpupa.t12z.19990104.bufr,
31004,Aldan,1999-01-04T12:00:00Z,1999,1,12,31004_19990104_1200_12,0,58.37,125.22,OK,,1,,,,,925.0,925.0,,,,,,,500.0,500.0,500.0,500.0,-179.0,500.0,500.0,1331.8,observed_or_geopot,-25.8,-25.8,-25.8,,,,,,,,,gdas.adpupa.t12z.19990104.bufr,
31004,Aldan,1999-01-04T12:00:00Z,1999,1,12,31004_19990104_1200_12,0,58.37,125.22,OK,,2,,,,,850.0,850.0,,,,,,,1000.0,1000.0,1000.0,1000.0,321.0,1000.0,1000.0,2029.0,observed_or_geopot,-23.8,-23.8,-23.8,,,,,,,,,gdas.adpupa.t12z.19990104.bufr,
31004,Aldan,1999-01-04T12:00:00Z,1999,1,12,31004_19990104_1200_12,0,58.37,125.22,OK,,3,,,,,700.0,700.0,,,,,,,1500.0,1500.0,1500.0,1500.0,821.0,1500.0,1500.0,3588.1,observed_or_geopot,-25.8,-25.8,-25.8,,,,,,,,,gdas.adpupa.t12z.19990104.bufr,
31004,Aldan,1999-01-04T12:00:00Z,1999,1,12,31004_19990104_1200_12,0,58.37,125.22,OK,,4,,,,,600.0,600.0,,,,,,,2000.0,2000.0,2000.0,2000.0,1321.0,2000.0,2000.0,4785.5,observed_or_geopot,-28.8,-28.8,-28.8,,,,,,,,,gdas.adpupa.t12z.19990104.bufr,
31004,Aldan,1999-01-04T12:00:00Z,1999,1,12,31004_19990104_1200_12,0,58.37,125.22,OK,,5,,,,,500.0,500.0,,,,,,,2500.0,2500.0,2500.0,2500.0,1821.0,2500.0,2500.0,6157.1,observed_or_geopot,-32.8,-32.8,-32.8,,,,,,,,,gdas.adpupa.t12z.19990104.bufr,
31004,Aldan,1999-01-05T00:00:00Z,1999,1,00,31004_19990105_0000_00,0,58.37,125.22,OK,,0,,,,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,0.0,-679.0,0.0,0.0,679.0,observed_or_geopot,-26.5,-26.5,-26.5,,,,,,,,,gdas.adpupa.t00z.19990105.bufr,
31004,Aldan,1999-01-05T00:00:00Z,1999,1,00,31004_19990105_0000_00,0,58.37,125.22,OK,,1,,,,,925.0,925.0,,,,,,,500.0,500.0,500.0,500.0,-179.0,500.0,500.0,1331.8,observed_or_geopot,-25.5,-25.5,-25.5,,,,,,,,,gdas.adpupa.t00z.19990105.bufr,
31004,Aldan,1999-01-05T00:00:00Z,1999,1,00,31004_19990105_0000_00,0,58.37,125.22,OK,,2,,,,,850.0,850.0,,,,,,,1000.0,1000.0,1000.0,1000.0,321.0,1000.0,1000.0,2029.0,observed_or_geopot,-23.5,-23.5,-23.5,,,,,,,,,gdas.adpupa.t00z.19990105.bufr,
31004,Aldan,1999-01-05T00:00:00Z,1999,1,00,31004_19990105_0000_00,0,58.37,125.22,OK,,3,,,,,700.0,700.0,,,,,,,1500.0,1500.0,1500.0,1500.0,821.0,1500.0,1500.0,3588.1,observed_or_geopot,-25.5,-25.5,-25.5,,,,,,,,,gdas.adpupa.t00z.19990105.bufr,
31004,Aldan,1999-01-05T00:00:00Z,1999,1,00,31004_19990105_0000_00,0,58.37,125.22,OK,,4,,,,,600.0,600.0,,,,,,,2000.0,2000.0,2000.0,2000.0,1321.0,2000.0,2000.0,4785.5,observed_or_geopot,-28.5,-28.5,-28.5,,,,,,,,,gdas.adpupa.t00z.19990105.bufr,
31004,Aldan,1999-01-05T00:00:00Z,1999,1,00,31004_19990105_0000_00,0,58.37,125.22,OK,,5,,,,,500.0,500.0,,,,,,,2500.0,2500.0,2500.0,2500.0,1821.0,2500.0,2500.0,6157.1,observed_or_geopot,-32.5,-32.5,-32.5,,,,,,,,,gdas.adpupa.t00z.19990105.bufr,
31004,Aldan,1999-01-05T12:00:00Z,1999,1,12,31004_19990105_1200_12,0,58.37,125.22,OK,,0,,,,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,0.0,-679.0,0.0,0.0,679.0,observed_or_geopot,-26.5,-26.5,-26.5,,,,,,,,,gdas.adpupa.t12z.19990105.bufr,
31004,Aldan,1999-01-05T12:00:00Z,1999,1,12,31004_19990105_1200_12,0,58.37,125.22,OK,,1,,,,,925.0,925.0,,,,,,,500.0,500.0,500.0,500.0,-179.0,500.0,500.0,1331.8,observed_or_geopot,-25.5,-25.5,-25.5,,,,,,,,,gdas.adpupa.t12z.19990105.bufr,
31004,Aldan,1999-01-05T12:00:00Z,1999,1,12,31004_19990105_1200_12,0,58.37,125.22,OK,,2,,,,,850.0,850.0,,,,,,,1000.0,1000.0,1000.0,1000.0,321.0,1000.0,1000.0,2029.0,observed_or_geopot,-23.5,-23.5,-23.5,,,,,,,,,gdas.adpupa.t12z.19990105.bufr,
31004,Aldan,1999-01-05T12:00:00Z,1999,1,12,31004_19990105_1200_12,0,58.37,125.22,OK,,3,,,,,700.0,700.0,,,,,,,1500.0,1500.0,1500.0,1500.0,821.0,1500.0,1500.0,3588.1,observed_or_geopot,-25.5,-25.5,-25.5,,,,,,,,,gdas.adpupa.t12z.19990105.bufr,
31004,Aldan,1999-01-05T12:00:00Z,1999,1,12,31004_19990105_1200_12,0,58.37,125.22,OK,,4,,,,,600.0,600.0,,,,,,,2000.0,2000.0,2000.0,2000.0,1321.0,2000.0,2000.0,4785.5,observed_or_geopot,-28.5,-28.5,-28.5,,,,,,,,,gdas.adpupa.t12z.19990105.bufr,
31004,Aldan,1999-01-05T12:00:00Z,1999,1,12,31004_19990105_1200_12,0,58.37,125.22,OK,,5,,,,,500.0,500.0,,,,,,,2500.0,2500.0,2500.0,2500.0,1821.0,2500.0,2500.0,6157.1,observed_or_geopot,-32.5,-32.5,-32.5,,,,,,,,,gdas.adpupa.t12z.19990105.bufr,
31004,Aldan,1999-01-06T00:00:00Z,1999,1,00,31004_19990106_0000_00,0,58.37,125.22,OK,,0,,,,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,0.0,-679.0,0.0,0.0,679.0,observed_or_geopot,-26.2,-26.2,-26.2,,,,,,,,,gdas.adpupa.t00z.19990106.bufr,
31004,Aldan,1999-01-06T00:00:00Z,1999,1,00,31004_19990106_0000_00,0,58.37,125.22,OK,,1,,,,,925.0,925.0,,,,,,,500.0,500.0,500.0,500.0,-179.0,500.0,500.0,1331.8,observed_or_geopot,-25.2,-25.2,-25.2,,,,,,,,,gdas.adpupa.t00z.19990106.bufr,
31004,Aldan,1999-01-06T00:00:00Z,1999,1,00,31004_19990106_0000_00,0,58.37,125.22,OK,,2,,,,,850.0,850.0,,,,,,,1000.0,1000.0,1000.0,1000.0,321.0,1000.0,1000.0,2029.0,observed_or_geopot,-23.2,-23.2,-23.2,,,,,,,,,gdas.adpupa.t00z.19990106.bufr,
31004,Aldan,1999-01-06T00:00:00Z,1999,1,00,31004_19990106_0000_00,0,58.37,125.22,OK,,3,,,,,700.0,700.0,,,,,,,1500.0,1500.0,1500.0,1500.0,821.0,1500.0,1500.0,3588.1,observed_or_geopot,-25.2,-25.2,-25.2,,,,,,,,,gdas.adpupa.t00z.19990106.bufr,
31004,Aldan,1999-01-06T00:00:00Z,1999,1,00,31004_19990106_0000_00,0,58.37,125.22,OK,,4,,,,,600.0,600.0,,,,,,,2000.0,2000.0,2000.0,2000.0,1321.0,2000.0,2000.0,4785.5,observed_or_geopot,-28.2,-28.2,-28.2,,,,,,,,,gdas.adpupa.t00z.19990106.bufr,
31004,Aldan,1999-01-06T00:00:00Z,1999,1,00,31004_19990106_0000_00,0,58.37,125.22,OK,,5,,,,,500.0,500.0,,,,,,,2500.0,2500.0,2500.0,2500.0,1821.0,2500.0,2500.0,6157.1,observed_or_geopot,-32.2,-32.2,-32.2,,,,,,,,,gdas.adpupa.t00z.19990106.bufr,
31004,Aldan,1999-01-06T12:00:00Z,1999,1,12,31004_19990106_1200_12,0,58.37,125.22,OK,,0,,,,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,0.0,-679.0,0.0,0.0,679.0,observed_or_geopot,-26.2,-26.2,-26.2,,,,,,,,,gdas.adpupa.t12z.19990106.bufr,
31004,Aldan,1999-01-06T12:00:00Z,1999,1,12,31004_19990106_1200_12,0,58.37,125.22,OK,,1,,,,,925.0,925.0,,,,,,,500.0,500.0,500.0,500.0,-179.0,500.0,500.0,1331.8,observed_or_geopot,-25.2,-25.2,-25.2,,,,,,,,,gdas.adpupa.t12z.19990106.bufr,
31004,Aldan,1999-01-06T12:00:00Z,1999,1,12,31004_19990106_1200_12,0,58.37,125.22,OK,,2,,,,,850.0,850.0,,,,,,,1000.0,1000.0,1000.0,1000.0,321.0,1000.0,1000.0,2029.0,observed_or_geopot,-23.2,-23.2,-23.2,,,,,,,,,gdas.adpupa.t12z.19990106.bufr,
31004,Aldan,1999-01-06T12:00:00Z,1999,1,12,31004_19990106_1200_12,0,58.37,125.22,OK,,3,,,,,700.0,700.0,,,,,,,1500.0,1500.0,1500.0,1500.0,821.0,1500.0,1500.0,3588.1,observed_or_geopot,-25.2,-25.2,-25.2,,,,,,,,,gdas.adpupa.t12z.19990106.bufr,
31004,Aldan,1999-01-06T12:00:00Z,1999,1,12,31004_19990106_1200_12,0,58.37,125.22,OK,,4,,,,,600.0,600.0,,,,,,,2000.0,2000.0,2000.0,2000.0,1321.0,2000.0,2000.0,4785.5,observed_or_geopot,-28.2,-28.2,-28.2,,,,,,,,,gdas.adpupa.t12z.19990106.bufr,
31004,Aldan,1999-01-06T12:00:00Z,1999,1,12,31004_19990106_1200_12,0,58.37,125.22,OK,,5,,,,,500.0,500.0,,,,,,,2500.0,2500.0,2500.0,2500.0,1821.0,2500.0,2500.0,6157.1,observed_or_geopot,-32.2,-32.2,-32.2,,,,,,,,,gdas.adpupa.t12z.19990106.bufr,
31004,Aldan,1999-01-07T00:00:00Z,1999,1,00,31004_19990107_0000_00,0,58.37,125.22,OK,,0,,,,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,0.0,-679.0,0.0,0.0,679.0,observed_or_geopot,-25.9,-25.9,-25.9,,,,,,,,,gdas.adpupa.t00z.19990107.bufr,
31004,Aldan,1999-01-07T00:00:00Z,1999,1,00,31004_19990107_0000_00,0,58.37,125.22,OK,,1,,,,,925.0,925.0,,,,,,,500.0,500.0,500.0,500.0,-179.0,500.0,500.0,1331.8,observed_or_geopot,-24.9,-24.9,-24.9,,,,,,,,,gdas.adpupa.t00z.19990107.bufr,
31004,Aldan,1999-01-07T00:00:00Z,1999,1,00,31004_19990107_0000_00,0,58.37,125.22,OK,,2,,,,,850.0,850.0,,,,,,,1000.0,1000.0,1000.0,1000.0,321.0,1000.0,1000.0,2029.0,observed_or_geopot,-22.9,-22.9,-22.9,,,,,,,,,gdas.adpupa.t00z.19990107.bufr,
31004,Aldan,1999-01-07T00:00:00Z,1999,1,00,31004_19990107_0000_00,0,58.37,125.22,OK,,3,,,,,700.0,700.0,,,,,,,1500.0,1500.0,1500.0,1500.0,821.0,1500.0,1500.0,3588.1,observed_or_geopot,-24.9,-24.9,-24.9,,,,,,,,,gdas.adpupa.t00z.19990107.bufr,
31004,Aldan,1999-01-07T00:00:00Z,1999,1,00,31004_19990107_0000_00,0,58.37,125.22,OK,,4,,,,,600.0,600.0,,,,,,,2000.0,2000.0,2000.0,2000.0,1321.0,2000.0,2000.0,4785.5,observed_or_geopot,-27.9,-27.9,-27.9,,,,,,,,,gdas.adpupa.t00z.19990107.bufr,
31004,Aldan,1999-01-07T00:00:00Z,1999,1,00,31004_19990107_0000_00,0,58.37,125.22,OK,,5,,,,,500.0,500.0,,,,,,,2500.0,2500.0,2500.0,2500.0,1821.0,2500.0,2500.0,6157.1,observed_or_geopot,-31.9,-31.9,-31.9,,,,,,,,,gdas.adpupa.t00z.19990107.bufr,
31004,Aldan,1999-01-07T12:00:00Z,1999,1,12,31004_19990107_1200_12,0,58.37,125.22,OK,,0,,,,,1000.0,1000.0,,,,,,,0.0,0.0,0.0,0.0,-679.0,0.0,0.0,679.0,observed_or_geopot,-25.9,-25.9,-25.9,,,,,,,,,gdas.adpupa.t12z.19990107.bufr,
31004,Aldan,1999-01-07T12:00:00Z,1999,1,12,31004_19990107_1200_12,0,58.37,125.22,OK,,1,,,,,925.0,925.0,,,,,,,500.0,500.0,500.0,500.0,-179.0,500.0,500.0,1331.8,observed_or_geopot,-24.9,-24.9,-24.9,,,,,,,,,gdas.adpupa.t12z.19990107.bufr,
