profile_id,station_name,source_file,station_id,subset_index,report_datetime_utc,data_status,REC,OBS,REPORT TIME,WMO/STATION/SATELLITE ID,LATI-,LONGI-,STN,SEQ,VSIG,PRES,GEOPOT,FLVL,AIR,DEW-,REL,WIND,WIND.1,replication_index,pressure_hpa,geopotential_height_m,height_010009_m,height_007007_m,height_bufr_m,height_phi_m,height_decoded_m,height_msl_m,height_msl_source,height_agl_m,station_elevation_m,below_station,in_working_profile,qc_flag,geopotential_m2s2,air_temperature_c,dew_point_temperature_c,wind_direction_deg,wind_speed,relative_humidity_percent,vertical_significance_code,VSIG_fxy,VSIG_unit,VSIG_kind,PRES_fxy,PRES_unit,PRES_kind,GEOPOT_fxy,GEOPOT_unit,GEOPOT_kind,FLVL_fxy,FLVL_unit,FLVL_kind,AIR_fxy,AIR_unit,AIR_kind,DEW-_fxy,DEW-_unit,DEW-_kind,REL_fxy,REL_unit,REL_kind,WIND_fxy,WIND_unit,WIND_kind,WIND.1_fxy,WIND.1_unit,WIND.1_kind
31004_19990101_1200_12,Aldan,gdas.adpupa.t12z.19990101.bufr,31004,0,1999-01-01T12:00:00Z,OK,ADPUPA,RAOBF,199901011200,31004,58.37,125.22,,,,600.0,,2000.0,-29.7,,,,,,600.0,2000.0,,,,,2000.0,2000.0,enriched,1321.0,679.0,False,True,,,-29.7,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990101_1200_12,Aldan,gdas.adpupa.t12z.19990101.bufr,31004,0,1999-01-01T12:00:00Z,OK,ADPUPA,RAOBF,199901011200,31004,58.37,125.22,,,,500.0,,2500.0,-33.7,,,,,,500.0,2500.0,,,,,2500.0,2500.0,enriched,1821.0,679.0,False,True,,,-33.7,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990102_0000_00,Aldan,gdas.adpupa.t00z.19990102.bufr,31004,0,1999-01-02T00:00:00Z,OK,ADPUPA,RAOBF,199901020000,31004,58.37,125.22,,,,1000.0,,0.0,-27.4,,,,,,1000.0,0.0,,,,,0.0,0.0,enriched,-679.0,679.0,True,False,below_station,,-27.4,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990102_0000_00,Aldan,gdas.adpupa.t00z.19990102.bufr,31004,0,1999-01-02T00:00:00Z,OK,ADPUPA,RAOBF,199901020000,31004,58.37,125.22,,,,925.0,,500.0,-26.4,,,,,,925.0,500.0,,,,,500.0,500.0,enriched,-179.0,679.0,True,False,below_station,,-26.4,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990102_0000_00,Aldan,gdas.adpupa.t00z.19990102.bufr,31004,0,1999-01-02T00:00:00Z,OK,ADPUPA,RAOBF,199901020000,31004,58.37,125.22,,,,850.0,,1000.0,-24.4,,,,,,850.0,1000.0,,,,,1000.0,1000.0,enriched,321.0,679.0,False,True,,,-24.4,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990102_0000_00,Aldan,gdas.adpupa.t00z.19990102.bufr,31004,0,1999-01-02T00:00:00Z,OK,ADPUPA,RAOBF,199901020000,31004,58.37,125.22,,,,700.0,,1500.0,-26.4,,,,,,700.0,1500.0,,,,,1500.0,1500.0,enriched,821.0,679.0,False,True,,,-26.4,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990102_0000_00,Aldan,gdas.adpupa.t00z.19990102.bufr,31004,0,1999-01-02T00:00:00Z,OK,ADPUPA,RAOBF,199901020000,31004,58.37,125.22,,,,600.0,,2000.0,-29.4,,,,,,600.0,2000.0,,,,,2000.0,2000.0,enriched,1321.0,679.0,False,True,,,-29.4,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990102_0000_00,Aldan,gdas.adpupa.t00z.19990102.bufr,31004,0,1999-01-02T00:00:00Z,OK,ADPUPA,RAOBF,199901020000,31004,58.37,125.22,,,,500.0,,2500.0,-33.4,,,,,,500.0,2500.0,,,,,2500.0,2500.0,enriched,1821.0,679.0,False,True,,,-33.4,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990102_1200_12,Aldan,gdas.adpupa.t12z.19990102.bufr,31004,0,1999-01-02T12:00:00Z,OK,ADPUPA,RAOBF,199901021200,31004,58.37,125.22,,,,1000.0,,0.0,-27.4,,,,,,1000.0,0.0,,,,,0.0,0.0,enriched,-679.0,679.0,True,False,below_station,,-27.4,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990102_1200_12,Aldan,gdas.adpupa.t12z.19990102.bufr,31004,0,1999-01-02T12:00:00Z,OK,ADPUPA,RAOBF,199901021200,31004,58.37,125.22,,,,925.0,,500.0,-26.4,,,,,,925.0,500.0,,,,,500.0,500.0,enriched,-179.0,679.0,True,False,below_station,,-26.4,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990102_1200_12,Aldan,gdas.adpupa.t12z.19990102.bufr,31004,0,1999-01-02T12:00:00Z,OK,ADPUPA,RAOBF,199901021200,31004,58.37,125.22,,,,850.0,,1000.0,-24.4,,,,,,850.0,1000.0,,,,,1000.0,1000.0,enriched,321.0,679.0,False,True,,,-24.4,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990102_1200_12,Aldan,gdas.adpupa.t12z.19990102.bufr,31004,0,1999-01-02T12:00:00Z,OK,ADPUPA,RAOBF,199901021200,31004,58.37,125.22,,,,700.0,,1500.0,-26.4,,,,,,700.0,1500.0,,,,,1500.0,1500.0,enriched,821.0,679.0,False,True,,,-26.4,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990102_1200_12,Aldan,gdas.adpupa.t12z.19990102.bufr,31004,0,1999-01-02T12:00:00Z,OK,ADPUPA,RAOBF,199901021200,31004,58.37,125.22,,,,600.0,,2000.0,-29.4,,,,,,600.0,2000.0,,,,,2000.0,2000.0,enriched,1321.0,679.0,False,True,,,-29.4,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990102_1200_12,Aldan,gdas.adpupa.t12z.19990102.bufr,31004,0,1999-01-02T12:00:00Z,OK,ADPUPA,RAOBF,199901021200,31004,58.37,125.22,,,,500.0,,2500.0,-33.4,,,,,,500.0,2500.0,,,,,2500.0,2500.0,enriched,1821.0,679.0,False,True,,,-33.4,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990103_0000_00,Aldan,gdas.adpupa.t00z.19990103.bufr,31004,0,1999-01-03T00:00:00Z,OK,ADPUPA,RAOBF,199901030000,31004,58.37,125.22,,,,1000.0,,0.0,-27.1,,,,,,1000.0,0.0,,,,,0.0,0.0,enriched,-679.0,679.0,True,False,below_station,,-27.1,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990103_0000_00,Aldan,gdas.adpupa.t00z.19990103.bufr,31004,0,1999-01-03T00:00:00Z,OK,ADPUPA,RAOBF,199901030000,31004,58.37,125.22,,,,925.0,,500.0,-26.1,,,,,,925.0,500.0,,,,,500.0,500.0,enriched,-179.0,679.0,True,False,below_station,,-26.1,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990103_0000_00,Aldan,gdas.adpupa.t00z.19990103.bufr,31004,0,1999-01-03T00:00:00Z,OK,ADPUPA,RAOBF,199901030000,31004,58.37,125.22,,,,850.0,,1000.0,-24.1,,,,,,850.0,1000.0,,,,,1000.0,1000.0,enriched,321.0,679.0,False,True,,,-24.1,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990103_0000_00,Aldan,gdas.adpupa.t00z.19990103.bufr,31004,0,1999-01-03T00:00:00Z,OK,ADPUPA,RAOBF,199901030000,31004,58.37,125.22,,,,700.0,,1500.0,-26.1,,,,,,700.0,1500.0,,,,,1500.0,1500.0,enriched,821.0,679.0,False,True,,,-26.1,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990103_0000_00,Aldan,gdas.adpupa.t00z.19990103.bufr,31004,0,1999-01-03T00:00:00Z,OK,ADPUPA,RAOBF,199901030000,31004,58.37,125.22,,,,600.0,,2000.0,-29.1,,,,,,600.0,2000.0,,,,,2000.0,2000.0,enriched,1321.0,679.0,False,True,,,-29.1,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990103_0000_00,Aldan,gdas.adpupa.t00z.19990103.bufr,31004,0,1999-01-03T00:00:00Z,OK,ADPUPA,RAOBF,199901030000,31004,58.37,125.22,,,,500.0,,2500.0,-33.1,,,,,,500.0,2500.0,,,,,2500.0,2500.0,enriched,1821.0,679.0,False,True,,,-33.1,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990103_1200_12,Aldan,gdas.adpupa.t12z.19990103.bufr,31004,0,1999-01-03T12:00:00Z,OK,ADPUPA,RAOBF,199901031200,31004,58.37,125.22,,,,1000.0,,0.0,-27.1,,,,,,1000.0,0.0,,,,,0.0,0.0,enriched,-679.0,679.0,True,False,below_station,,-27.1,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990103_1200_12,Aldan,gdas.adpupa.t12z.19990103.bufr,31004,0,1999-01-03T12:00:00Z,OK,ADPUPA,RAOBF,199901031200,31004,58.37,125.22,,,,925.0,,500.0,-26.1,,,,,,925.0,500.0,,,,,500.0,500.0,enriched,-179.0,679.0,True,False,below_station,,-26.1,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990103_1200_12,Aldan,gdas.adpupa.t12z.19990103.bufr,31004,0,1999-01-03T12:00:00Z,OK,ADPUPA,RAOBF,199901031200,31004,58.37,125.22,,,,850.0,,1000.0,-24.1,,,,,,850.0,1000.0,,,,,1000.0,1000.0,enriched,321.0,679.0,False,True,,,-24.1,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990103_1200_12,Aldan,gdas.adpupa.t12z.19990103.bufr,31004,0,1999-01-03T12:00:00Z,OK,ADPUPA,RAOBF,199901031200,31004,58.37,125.22,,,,700.0,,1500.0,-26.1,,,,,,700.0,1500.0,,,,,1500.0,1500.0,enriched,821.0,679.0,False,True,,,-26.1,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990103_1200_12,Aldan,gdas.adpupa.t12z.19990103.bufr,31004,0,1999-01-03T12:00:00Z,OK,ADPUPA,RAOBF,199901031200,31004,58.37,125.22,,,,600.0,,2000.0,-29.1,,,,,,600.0,2000.0,,,,,2000.0,2000.0,enriched,1321.0,679.0,False,True,,,-29.1,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990103_1200_12,Aldan,gdas.adpupa.t12z.19990103.bufr,31004,0,1999-01-03T12:00:00Z,OK,ADPUPA,RAOBF,199901031200,31004,58.37,125.22,,,,500.0,,2500.0,-33.1,,,,,,500.0,2500.0,,,,,2500.0,2500.0,enriched,1821.0,679.0,False,True,,,-33.1,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990104_0000_00,Aldan,gdas.adpupa.t00z.19990104.bufr,31004,0,1999-01-04T00:00:00Z,OK,ADPUPA,RAOBF,199901040000,31004,58.37,125.22,,,,1000.0,,0.0,-26.8,,,,,,1000.0,0.0,,,,,0.0,0.0,enriched,-679.0,679.0,True,False,below_station,,-26.8,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990104_0000_00,Aldan,gdas.adpupa.t00z.19990104.bufr,31004,0,1999-01-04T00:00:00Z,OK,ADPUPA,RAOBF,199901040000,31004,58.37,125.22,,,,925.0,,500.0,-25.8,,,,,,925.0,500.0,,,,,500.0,500.0,enriched,-179.0,679.0,True,False,below_station,,-25.8,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990104_0000_00,Aldan,gdas.adpupa.t00z.19990104.bufr,31004,0,1999-01-04T00:00:00Z,OK,ADPUPA,RAOBF,199901040000,31004,58.37,125.22,,,,850.0,,1000.0,-23.8,,,,,,850.0,1000.0,,,,,1000.0,1000.0,enriched,321.0,679.0,False,True,,,-23.8,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990104_0000_00,Aldan,gdas.adpupa.t00z.19990104.bufr,31004,0,1999-01-04T00:00:00Z,OK,ADPUPA,RAOBF,199901040000,31004,58.37,125.22,,,,700.0,,1500.0,-25.8,,,,,,700.0,1500.0,,,,,1500.0,1500.0,enriched,821.0,679.0,False,True,,,-25.8,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990104_0000_00,Aldan,gdas.adpupa.t00z.19990104.bufr,31004,0,1999-01-04T00:00:00Z,OK,ADPUPA,RAOBF,199901040000,31004,58.37,125.22,,,,600.0,,2000.0,-28.8,,,,,,600.0,2000.0,,,,,2000.0,2000.0,enriched,1321.0,679.0,False,True,,,-28.8,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990104_0000_00,Aldan,gdas.adpupa.t00z.19990104.bufr,31004,0,1999-01-04T00:00:00Z,OK,ADPUPA,RAOBF,199901040000,31004,58.37,125.22,,,,500.0,,2500.0,-32.8,,,,,,500.0,2500.0,,,,,2500.0,2500.0,enriched,1821.0,679.0,False,True,,,-32.8,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990104_1200_12,Aldan,gdas.adpupa.t12z.19990104.bufr,31004,0,1999-01-04T12:00:00Z,OK,ADPUPA,RAOBF,199901041200,31004,58.37,125.22,,,,1000.0,,0.0,-26.8,,,,,,1000.0,0.0,,,,,0.0,0.0,enriched,-679.0,679.0,True,False,below_station,,-26.8,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990104_1200_12,Aldan,gdas.adpupa.t12z.19990104.bufr,31004,0,1999-01-04T12:00:00Z,OK,ADPUPA,RAOBF,199901041200,31004,58.37,125.22,,,,925.0,,500.0,-25.8,,,,,,925.0,500.0,,,,,500.0,500.0,enriched,-179.0,679.0,True,False,below_station,,-25.8,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990104_1200_12,Aldan,gdas.adpupa.t12z.19990104.bufr,31004,0,1999-01-04T12:00:00Z,OK,ADPUPA,RAOBF,199901041200,31004,58.37,125.22,,,,850.0,,1000.0,-23.8,,,,,,850.0,1000.0,,,,,1000.0,1000.0,enriched,321.0,679.0,False,True,,,-23.8,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990104_1200_12,Aldan,gdas.adpupa.t12z.19990104.bufr,31004,0,1999-01-04T12:00:00Z,OK,ADPUPA,RAOBF,199901041200,31004,58.37,125.22,,,,700.0,,1500.0,-25.8,,,,,,700.0,1500.0,,,,,1500.0,1500.0,enriched,821.0,679.0,False,True,,,-25.8,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990104_1200_12,Aldan,gdas.adpupa.t12z.19990104.bufr,31004,0,1999-01-04T12:00:00Z,OK,ADPUPA,RAOBF,199901041200,31004,58.37,125.22,,,,600.0,,2000.0,-28.8,,,,,,600.0,2000.0,,,,,2000.0,2000.0,enriched,1321.0,679.0,False,True,,,-28.8,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990104_1200_12,Aldan,gdas.adpupa.t12z.19990104.bufr,31004,0,1999-01-04T12:00:00Z,OK,ADPUPA,RAOBF,199901041200,31004,58.37,125.22,,,,500.0,,2500.0,-32.8,,,,,,500.0,2500.0,,,,,2500.0,2500.0,enriched,1821.0,679.0,False,True,,,-32.8,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
31004_19990105_0000_00,Aldan,gdas.adpupa.t00z.19990105.bufr,31004,0,1999-01-05T00:00:00Z,OK,ADPUPA,RAOBF,199901050000,31004,58.37,125.22,,,,1000.0,,0.0,-26.5,,,,,,1000.0,0.0,,,,,0.0,0.0,enriched,-679.0,679.0,True,False,below_station,,-26.5,,,,,,008001,Flag table,numeric,007004,Pa,numeric,010008,m2 s-2,numeric,010009,gpm,numeric,012101,K,numeric,012103,K,numeric,013003,%,numeric,011001,degree true,numeric,011002,m/s,numeric
