station_id,station_name,datetime_utc,year,month,cycle,profile_id,level_index,pressure_hpa,temperature_c,height_m,source_file,qc_flag
31004,Aldan,1999-01-02T00:00:00Z,1999,1,00,31004_19990102_0000_00,1,925.0,-26.4,500.0,gdas.adpupa.t00z.19990102.bufr,
31004,Aldan,1999-01-02T00:00:00Z,1999,1,00,31004_19990102_0000_00,2,850.0,-24.4,1000.0,gdas.adpupa.t00z.19990102.bufr,
31004,Aldan,1999-01-02T00:00:00Z,1999,1,00,31004_19990102_0000_00,3,700.0,-26.4,1500.0,gdas.adpupa.t00z.19990102.bufr,
31004,Aldan,1999-01-02T00:00:00Z,1999,1,00,31004_19990102_0000_00,4,600.0,-29.4,2000.0,gdas.adpupa.t00z.19990102.bufr,
31004,Aldan,1999-01-02T00:00:00Z,1999,1,00,31004_19990102_0000_00,5,500.0,-33.4,2500.0,gdas.adpupa.t00z.19990102.bufr,
31004,Aldan,1999-01-02T12:00:00Z,1999,1,12,31004_19990102_1200_12,0,1000.0,-27.4,0.0,gdas.adpupa.t12z.19990102.bufr,
31004,Aldan,1999-01-02T12:00:00Z,1999,1,12,31004_19990102_1200_12,1,925.0,-26.4,500.0,gdas.adpupa.t12z.19990102.bufr,
31004,Aldan,1999-01-02T12:00:00Z,1999,1,12,31004_19990102_1200_12,2,850.0,-24.4,1000.0,gdas.adpupa.t12z.19990102.bufr,
31004,Aldan,1999-01-02T12:00:00Z,1999,1,12,31004_19990102_1200_12,3,700.0,-26.4,1500.0,gdas.adpupa.t12z.19990102.bufr,
31004,Aldan,1999-01-02T12:00:00Z,1999,1,12,31004_19990102_1200_12,4,600.0,-29.4,2000.0,gdas.adpupa.t12z.19990102.bufr,
31004,Aldan,1999-01-02T12:00:00Z,1999,1,12,31004_19990102_1200_12,5,500.0,-33.4,2500.0,gdas.adpupa.t12z.19990102.bufr,
31004,Aldan,1999-01-03T00:00:00Z,1999,1,00,31004_19990103_0000_00,0,1000.0,-27.1,0.0,gdas.adpupa.t00z.19990103.bufr,
31004,Aldan,1999-01-03T00:00:00Z,1999,1,00,31004_19990103_0000_00,1,925.0,-26.1,500.0,gdas.adpupa.t00z.19990103.bufr,
31004,Aldan,1999-01-03T00:00:00Z,1999,1,00,31004_19990103_0000_00,2,850.0,-24.1,1000.0,gdas.adpupa.t00z.19990103.bufr,
31004,Aldan,1999-01-03T00:00:00Z,1999,1,00,31004_19990103_0000_00,3,700.0,-26.1,1500.0,gdas.adpupa.t00z.19990103.bufr,
31004,Aldan,1999-01-03T00:00:00Z,1999,1,00,31004_19990103_0000_00,4,600.0,-29.1,2000.0,gdas.adpupa.t00z.19990103.bufr,
31004,Aldan,1999-01-03T00:00:00Z,1999,1,00,31004_19990103_0000_00,5,500.0,-33.1,2500.0,gdas.adpupa.t00z.19990103.bufr,
31004,Aldan,1999-01-03T12:00:00Z,1999,1,12,31004_19990103_1200_12,0,1000.0,-27.1,0.0,gdas.adpupa.t12z.19990103.bufr,
31004,Aldan,1999-01-03T12:00:00Z,1999,1,12,31004_19990103_1200_12,1,925.0,-26.1,500.0,gdas.adpupa.t12z.19990103.bufr,
31004,Aldan,1999-01-03T12:00:00Z,1999,1,12,31004_19990103_1200_12,2,850.0,-24.1,1000.0,gdas.adpupa.t12z.19990103.bufr,
31004,Aldan,1999-01-03T12:00:00Z,1999,1,12,31004_19990103_1200_12,3,700.0,-26.1,1500.0,gdas.adpupa.t12z.19990103.bufr,
31004,Aldan,1999-01-03T12:00:00Z,1999,1,12,31004_19990103_1200_12,4,600.0,-29.1,2000.0,gdas.adpupa.t12z.19990103.bufr,
31004,Aldan,1999-01-03T12:00:00Z,1999,1,12,31004_19990103_1200_12,5,500.0,-33.1,2500.0,gdas.adpupa.t12z.19990103.bufr,
31004,Aldan,1999-01-04T00:00:00Z,1999,1,00,31004_19990104_0000_00,0,1000.0,-26.8,0.0,gdas.adpupa.t00z.19990104.bufr,
31004,Aldan,1999-01-04T00:00:00Z,1999,1,00,31004_19990104_0000_00,1,925.0,-25.8,500.0,gdas.adpupa.t00z.19990104.bufr,
31004,Aldan,1999-01-04T00:00:00Z,1999,1,00,31004_19990104_0000_00,2,850.0,-23.8,1000.0,gdas.adpupa.t00z.19990104.bufr,
31004,Aldan,1999-01-04T00:00:00Z,1999,1,00,31004_19990104_0000_00,3,700.0,-25.8,1500.0,gdas.adpupa.t00z.19990104.bufr,
31004,Aldan,1999-01-04T00:00:00Z,1999,1,00,31004_19990104_0000_00,4,600.0,-28.8,2000.0,gdas.adpupa.t00z.19990104.bufr,
31004,Aldan,1999-01-04T00:00:00Z,1999,1,00,31004_19990104_0000_00,5,500.0,-32.8,2500.0,gdas.adpupa.t00z.19990104.bufr,
31004,Aldan,1999-01-04T12:00:00Z,1999,1,12,31004_19990104_1200_12,0,1000.0,-26.8,0.0,gdas.adpupa.t12z.19990104.bufr,
31004,Aldan,1999-01-04T12:00:00Z,1999,1,12,31004_19990104_1200_12,1,925.0,-25.8,500.0,gdas.adpupa.t12z.19990104.bufr,
31004,Aldan,1999-01-04T12:00:00Z,1999,1,12,31004_19990104_1200_12,2,850.0,-23.8,1000.0,gdas.adpupa.t12z.19990104.bufr,
31004,Aldan,1999-01-04T12:00:00Z,1999,1,12,31004_19990104_1200_12,3,700.0,-25.8,1500.0,gdas.adpupa.t12z.19990104.bufr,
31004,Aldan,1999-01-04T12:00:00Z,1999,1,12,31004_19990104_1200_12,4,600.0,-28.8,2000.0,gdas.adpupa.t12z.19990104.bufr,
31004,Aldan,1999-01-04T12:00:00Z,1999,1,12,31004_19990104_1200_12,5,500.0,-32.8,2500.0,gdas.adpupa.t12z.19990104.bufr,
31004,Aldan,1999-01-05T00:00:00Z,1999,1,00,31004_19990105_0000_00,0,1000.0,-26.5,0.0,gdas.adpupa.t00z.19990105.bufr,
31004,Aldan,1999-01-05T00:00:00Z,1999,1,00,31004_19990105_0000_00,1,925.0,-25.5,500.0,gdas.adpupa.t00z.19990105.bufr,
31004,Aldan,1999-01-05T00:00:00Z,1999,1,00,31004_19990105_0000_00,2,850.0,-23.5,1000.0,gdas.adpupa.t00z.19990105.bufr,
31004,Aldan,1999-01-05T00:00:00Z,1999,1,00,31004_19990105_0000_00,3,700.0,-25.5,1500.0,gdas.adpupa.t00z.19990105.bufr,
31004,Aldan,1999-01-05T00:00:00Z,1999,1,00,31004_19990105_0000_00,4,600.0,-28.5,2000.0,gdas.adpupa.t00z.19990105.bufr,
31004,Aldan,1999-01-05T00:00:00Z,1999,1,00,31004_19990105_0000_00,5,500.0,-32.5,2500.0,gdas.adpupa.t00z.19990105.bufr,
31004,Aldan,1999-01-05T12:00:00Z,1999,1,12,31004_19990105_1200_12,0,1000.0,-26.5,0.0,gdas.adpupa.t12z.19990105.bufr,
31004,Aldan,1999-01-05T12:00:00Z,1999,1,12,31004_19990105_1200_12,1,925.0,-25.5,500.0,gdas.adpupa.t12z.19990105.bufr,
31004,Aldan,1999-01-05T12:00:00Z,1999,1,12,31004_19990105_1200_12,2,850.0,-23.5,1000.0,gdas.adpupa.t12z.19990105.bufr,
31004,Aldan,1999-01-05T12:00:00Z,1999,1,12,31004_19990105_1200_12,3,700.0,-25.5,1500.0,gdas.adpupa.t12z.19990105.bufr,
31004,Aldan,1999-01-05T12:00:00Z,1999,1,12,31004_19990105_1200_12,4,600.0,-28.5,2000.0,gdas.adpupa.t12z.19990105.bufr,
31004,Aldan,1999-01-05T12:00:00Z,1999,1,12,31004_19990105_1200_12,5,500.0,-32.5,2500.0,gdas.adpupa.t12z.19990105.bufr,
31004,Aldan,1999-01-06T00:00:00Z,1999,1,00,31004_19990106_0000_00,0,1000.0,-26.2,0.0,gdas.adpupa.t00z.19990106.bufr,
31004,Aldan,1999-01-06T00:00:00Z,1999,1,00,31004_19990106_0000_00,1,925.0,-25.2,500.0,gdas.adpupa.t00z.19990106.bufr,
31004,Aldan,1999-01-06T00:00:00Z,1999,1,00,31004_19990106_0000_00,2,850.0,-23.2,1000.0,gdas.adpupa.t00z.19990106.bufr,
31004,Aldan,1999-01-06T00:00:00Z,1999,1,00,31004_19990106_0000_00,3,700.0,-25.2,1500.0,gdas.adpupa.t00z.19990106.bufr,
31004,Aldan,1999-01-06T00:00:00Z,1999,1,00,31004_19990106_0000_00,4,600.0,-28.2,2000.0,gdas.adpupa.t00z.19990106.bufr,
31004,Aldan,1999-01-06T00:00:00Z,1999,1,00,31004_19990106_0000_00,5,500.0,-32.2,2500.0,gdas.adpupa.t00z.19990106.bufr,
31004,Aldan,1999-01-06T12:00:00Z,1999,1,12,31004_19990106_1200_12,0,1000.0,-26.2,0.0,gdas.adpupa.t12z.19990106.bufr,
31004,Aldan,1999-01-06T12:00:00Z,1999,1,12,31004_19990106_1200_12,1,925.0,-25.2,500.0,gdas.adpupa.t12z.19990106.bufr,
31004,Aldan,1999-01-06T12:00:00Z,1999,1,12,31004_19990106_1200_12,2,850.0,-23.2,1000.0,gdas.adpupa.t12z.19990106.bufr,
31004,Aldan,1999-01-06T12:00:00Z,1999,1,12,31004_19990106_1200_12,3,700.0,-25.2,1500.0,gdas.adpupa.t12z.19990106.bufr,
31004,Aldan,1999-01-06T12:00:00Z,1999,1,12,31004_19990106_1200_12,4,600.0,-28.2,2000.0,gdas.adpupa.t12z.19990106.bufr,
31004,Aldan,1999-01-06T12:00:00Z,1999,1,12,31004_19990106_1200_12,5,500.0,-32.2,2500.0,gdas.adpupa.t12z.19990106.bufr,
31004,Aldan,1999-01-07T00:00:00Z,1999,1,00,31004_19990107_0000_00,0,1000.0,-25.9,0.0,gdas.adpupa.t00z.19990107.bufr,
31004,Aldan,1999-01-07T00:00:00Z,1999,1,00,31004_19990107_0000_00,1,925.0,-24.9,500.0,gdas.adpupa.t00z.19990107.bufr,
31004,Aldan,1999-01-07T00:00:00Z,1999,1,00,31004_19990107_0000_00,2,850.0,-22.9,1000.0,gdas.adpupa.t00z.19990107.bufr,
31004,Aldan,1999-01-07T00:00:00Z,1999,1,00,31004_19990107_0000_00,3,700.0,-24.9,1500.0,gdas.adpupa.t00z.19990107.bufr,
31004,Aldan,1999-01-07T00:00:00Z,1999,1,00,31004_19990107_0000_00,4,600.0,-27.9,2000.0,gdas.adpupa.t00z.19990107.bufr,
31004,Aldan,1999-01-07T00:00:00Z,1999,1,00,31004_19990107_0000_00,5,500.0,-31.9,2500.0,gdas.adpupa.t00z.19990107.bufr,
31004,Aldan,1999-01-07T12:00:00Z,1999,1,12,31004_19990107_1200_12,0,1000.0,-25.9,0.0,gdas.adpupa.t12z.19990107.bufr,
31004,Aldan,1999-01-07T12:00:00Z,1999,1,12,31004_19990107_1200_12,1,925.0,-24.9,500.0,gdas.adpupa.t12z.19990107.bufr,
31004,Aldan,1999-01-07T12:00:00Z,1999,1,12,31004_19990107_1200_12,2,850.0,-22.9,1000.0,gdas.adpupa.t12z.19990107.bufr,
31004,Aldan,1999-01-07T12:00:00Z,1999,1,12,31004_19990107_1200_12,3,700.0,-24.9,1500.0,gdas.adpupa.t12z.19990107.bufr,
31004,Aldan,1999-01-07T12:00:00Z,1999,1,12,31004_19990107_1200_12,4,600.0,-27.9,2000.0,gdas.adpupa.t12z.19990107.bufr,
31004,Aldan,1999-01-07T12:00:00Z,1999,1,12,31004_19990107_1200_12,5,500.0,-31.9,2500.0,gdas.adpupa.t12z.19990107.bufr,
31004,Aldan,1999-01-08T00:00:00Z,1999,1,00,31004_19990108_0000_00,0,1000.0,-25.6,0.0,gdas.adpupa.t00z.19990108.bufr,
31004,Aldan,1999-01-08T00:00:00Z,1999,1,00,31004_19990108_0000_00,1,925.0,-24.6,500.0,gdas.adpupa.t00z.19990108.bufr,
31004,Aldan,1999-01-08T00:00:00Z,1999,1,00,31004_19990108_0000_00,2,850.0,-22.6,1000.0,gdas.adpupa.t00z.19990108.bufr,
31004,Aldan,1999-01-08T00:00:00Z,1999,1,00,31004_19990108_0000_00,3,700.0,-24.6,1500.0,gdas.adpupa.t00z.19990108.bufr,
31004,Aldan,1999-01-08T00:00:00Z,1999,1,00,31004_19990108_0000_00,4,600.0,-27.6,2000.0,gdas.adpupa.t00z.19990108.bufr,
31004,Aldan,1999-01-08T00:00:00Z,1999,1,00,31004_19990108_0000_00,5,500.0,-31.6,2500.0,gdas.adpupa.t00z.19990108.bufr,
31004,Aldan,1999-01-08T12:00:00Z,1999,1,12,31004_19990108_1200_12,0,1000.0,-25.6,0.0,gdas.adpupa.t12z.19990108.bufr,
31004,Aldan,1999-01-08T12:00:00Z,1999,1,12,31004_19990108_1200_12,1,925.0,-24.6,500.0,gdas.adpupa.t12z.19990108.bufr,
31004,Aldan,1999-01-08T12:00:00Z,1999,1,12,31004_19990108_1200_12,2,850.0,-22.6,1000.0,gdas.adpupa.t12z.19990108.bufr,
31004,Aldan,1999-01-08T12:00:00Z,1999,1,12,31004_19990108_1200_12,3,700.0,-24.6,1500.0,gdas.adpupa.t12z.19990108.bufr,
31004,Aldan,1999-01-08T12:00:00Z,1999,1,12,31004_19990108_1200_12,4,600.0,-27.6,2000.0,gdas.adpupa.t12z.19990108.bufr,
31004,Aldan,1999-01-08T12:00:00Z,1999,1,12,31004_19990108_1200_12,5,500.0,-31.6,2500.0,gdas.adpupa.t12z.19990108.bufr,
31004,Aldan,1999-01-09T00:00:00Z,1999,1,00,31004_19990109_0000_00,0,1000.0,-25.3,0.0,gdas.adpupa.t00z.19990109.bufr,
31004,Aldan,1999-01-09T00:00:00Z,1999,1,00,31004_19990109_0000_00,1,925.0,-24.3,500.0,gdas.adpupa.t00z.19990109.bufr,
31004,Aldan,1999-01-09T00:00:00Z,1999,1,00,31004_19990109_0000_00,2,850.0,-22.3,1000.0,gdas.adpupa.t00z.19990109.bufr,
31004,Aldan,1999-01-09T00:00:00Z,1999,1,00,31004_19990109_0000_00,3,700.0,-24.3,1500.0,gdas.adpupa.t00z.19990109.bufr,
31004,Aldan,1999-01-09T00:00:00Z,1999,1,00,31004_19990109_0000_00,4,600.0,-27.3,2000.0,gdas.adpupa.t00z.19990109.bufr,
31004,Aldan,1999-01-09T00:00:00Z,1999,1,00,31004_19990109_0000_00,5,500.0,-31.3,2500.0,gdas.adpupa.t00z.19990109.bufr,
31004,Aldan,1999-01-09T12:00:00Z,1999,1,12,31004_19990109_1200_12,0,1000.0,-25.3,0.0,gdas.adpupa.t12z.19990109.bufr,
31004,Aldan,1999-01-09T12:00:00Z,1999,1,12,31004_19990109_1200_12,1,925.0,-24.3,500.0,gdas.adpupa.t12z.19990109.bufr,
31004,Aldan,1999-01-09T12:00:00Z,1999,1,12,31004_19990109_1200_12,2,850.0,-22.3,1000.0,gdas.adpupa.t12z.19990109.bufr,
31004,Aldan,1999-01-09T12:00:00Z,1999,1,12,31004_19990109_1200_12,3,700.0,-24.3,1500.0,gdas.adpupa.t12z.19990109.bufr,
31004,Aldan,1999-01-09T12:00:00Z,1999,1,12,31004_19990109_1200_12,4,600.0,-27.3,2000.0,gdas.adpupa.t12z.19990109.bufr,
31004,Aldan,1999-01-09T12:00:00Z,1999,1,12,31004_19990109_1200_12,5,500.0,-31.3,2500.0,gdas.adpupa.t12z.19990109.bufr,
31004,Aldan,1999-01-10T00:00:00Z,1999,1,00,31004_19990110_0000_00,0,1000.0,-25.0,0.0,gdas.adpupa.t00z.19990110.bufr,
31004,Aldan,1999-01-10T00:00:00Z,1999,1,00,31004_19990110_0000_00,1,925.0,-24.0,500.0,gdas.adpupa.t00z.19990110.bufr,
31004,Aldan,1999-01-10T00:00:00Z,1999,1,00,31004_19990110_0000_00,2,850.0,-22.0,1000.0,gdas.adpupa.t00z.19990110.bufr,
31004,Aldan,1999-01-10T00:00:00Z,1999,1,00,31004_19990110_0000_00,3,700.0,-24.0,1500.0,gdas.adpupa.t00z.19990110.bufr,
31004,Aldan,1999-01-10T00:00:00Z,1999,1,00,31004_19990110_0000_00,4,600.0,-27.0,2000.0,gdas.adpupa.t00z.19990110.bufr,
31004,Aldan,1999-01-10T00:00:00Z,1999,1,00,31004_19990110_0000_00,5,500.0,-31.0,2500.0,gdas.adpupa.t00z.19990110.bufr,
31004,Aldan,1999-01-10T12:00:00Z,1999,1,12,31004_19990110_1200_12,0,1000.0,-25.0,0.0,gdas.adpupa.t12z.19990110.bufr,
31004,Aldan,1999-01-10T12:00:00Z,1999,1,12,31004_19990110_1200_12,1,925.0,-24.0,500.0,gdas.adpupa.t12z.19990110.bufr,
31004,Aldan,1999-01-10T12:00:00Z,1999,1,12,31004_19990110_1200_12,2,850.0,-22.0,1000.0,gdas.adpupa.t12z.19990110.bufr,
31004,Aldan,1999-01-10T12:00:00Z,1999,1,12,31004_19990110_1200_12,3,700.0,-24.0,1500.0,gdas.adpupa.t12z.19990110.bufr,
31004,Aldan,1999-01-10T12:00:00Z,1999,1,12,31004_19990110_1200_12,4,600.0,-27.0,2000.0,gdas.adpupa.t12z.19990110.bufr,
31004,Aldan,1999-01-10T12:00:00Z,1999,1,12,31004_19990110_1200_12,5,500.0,-31.0,2500.0,gdas.adpupa.t12z.19990110.bufr,
31004,Aldan,1999-01-11T00:00:00Z,1999,1,00,31004_19990111_0000_00,0,1000.0,-24.7,0.0,gdas.adpupa.t00z.19990111.bufr,
31004,Aldan,1999-01-11T00:00:00Z,1999,1,00,31004_19990111_0000_00,1,925.0,-23.7,500.0,gdas.adpupa.t00z.19990111.bufr,
31004,Aldan,1999-01-11T00:00:00Z,1999,1,00,31004_19990111_0000_00,2,850.0,-21.7,1000.0,gdas.adpupa.t00z.19990111.bufr,
31004,Aldan,1999-01-11T00:00:00Z,1999,1,00,31004_19990111_0000_00,3,700.0,-23.7,1500.0,gdas.adpupa.t00z.19990111.bufr,
31004,Aldan,1999-01-11T00:00:00Z,1999,1,00,31004_19990111_0000_00,4,600.0,-26.7,2000.0,gdas.adpupa.t00z.19990111.bufr,
31004,Aldan,1999-01-11T00:00:00Z,1999,1,00,31004_19990111_0000_00,5,500.0,-30.7,2500.0,gdas.adpupa.t00z.19990111.bufr,
31004,Aldan,1999-01-11T12:00:00Z,1999,1,12,31004_19990111_1200_12,0,1000.0,-24.7,0.0,gdas.adpupa.t12z.19990111.bufr,
31004,Aldan,1999-01-11T12:00:00Z,1999,1,12,31004_19990111_1200_12,1,925.0,-23.7,500.0,gdas.adpupa.t12z.19990111.bufr,
31004,Aldan,1999-01-11T12:00:00Z,1999,1,12,31004_19990111_1200_12,2,850.0,-21.7,1000.0,gdas.adpupa.t12z.19990111.bufr,
31004,Aldan,1999-01-11T12:00:00Z,1999,1,12,31004_19990111_1200_12,3,700.0,-23.7,1500.0,gdas.adpupa.t12z.19990111.bufr,
31004,Aldan,1999-01-11T12:00:00Z,1999,1,12,31004_19990111_1200_12,4,600.0,-26.7,2000.0,gdas.adpupa.t12z.19990111.bufr,
31004,Aldan,1999-01-11T12:00:00Z,1999,1,12,31004_19990111_1200_12,5,500.0,-30.7,2500.0,gdas.adpupa.t12z.19990111.bufr,
31004,Aldan,1999-01-12T00:00:00Z,1999,1,00,31004_19990112_0000_00,0,1000.0,-24.4,0.0,gdas.adpupa.t00z.19990112.bufr,
31004,Aldan,1999-01-12T00:00:00Z,1999,1,00,31004_19990112_0000_00,1,925.0,-23.4,500.0,gdas.adpupa.t00z.19990112.bufr,
31004,Aldan,1999-01-12T00:00:00Z,1999,1,00,31004_19990112_0000_00,2,850.0,-21.4,1000.0,gdas.adpupa.t00z.19990112.bufr,
31004,Aldan,1999-01-12T00:00:00Z,1999,1,00,31004_19990112_0000_00,3,700.0,-23.4,1500.0,gdas.adpupa.t00z.19990112.bufr,
31004,Aldan,1999-01-12T00:00:00Z,1999,1,00,31004_19990112_0000_00,4,600.0,-26.4,2000.0,gdas.adpupa.t00z.19990112.bufr,
31004,Aldan,1999-01-12T00:00:00Z,1999,1,00,31004_19990112_0000_00,5,500.0,-30.4,2500.0,gdas.adpupa.t00z.19990112.bufr,
31004,Aldan,1999-01-12T12:00:00Z,1999,1,12,31004_19990112_1200_12,0,1000.0,-24.4,0.0,gdas.adpupa.t12z.19990112.bufr,
31004,Aldan,1999-01-12T12:00:00Z,1999,1,12,31004_19990112_1200_12,1,925.0,-23.4,500.0,gdas.adpupa.t12z.19990112.bufr,
31004,Aldan,1999-01-12T12:00:00Z,1999,1,12,31004_19990112_1200_12,2,850.0,-21.4,1000.0,gdas.adpupa.t12z.19990112.bufr,
31004,Aldan,1999-01-12T12:00:00Z,1999,1,12,31004_19990112_1200_12,3,700.0,-23.4,1500.0,gdas.adpupa.t12z.19990112.bufr,
31004,Aldan,1999-01-12T12:00:00Z,1999,1,12,31004_19990112_1200_12,4,600.0,-26.4,2000.0,gdas.adpupa.t12z.19990112.bufr,
31004,Aldan,1999-01-12T12:00:00Z,1999,1,12,31004_19990112_1200_12,5,500.0,-30.4,2500.0,gdas.adpupa.t12z.19990112.bufr,
31004,Aldan,1999-01-13T00:00:00Z,1999,1,00,31004_19990113_0000_00,0,1000.0,-24.1,0.0,gdas.adpupa.t00z.19990113.bufr,
31004,Aldan,1999-01-13T00:00:00Z,1999,1,00,31004_19990113_0000_00,1,925.0,-23.1,500.0,gdas.adpupa.t00z.19990113.bufr,
31004,Aldan,1999-01-13T00:00:00Z,1999,1,00,31004_19990113_0000_00,2,850.0,-21.1,1000.0,gdas.adpupa.t00z.19990113.bufr,
31004,Aldan,1999-01-13T00:00:00Z,1999,1,00,31004_19990113_0000_00,3,700.0,-23.1,1500.0,gdas.adpupa.t00z.19990113.bufr,
31004,Aldan,1999-01-13T00:00:00Z,1999,1,00,31004_19990113_0000_00,4,600.0,-26.1,2000.0,gdas.adpupa.t00z.19990113.bufr,
31004,Aldan,1999-01-13T00:00:00Z,1999,1,00,31004_19990113_0000_00,5,500.0,-30.1,2500.0,gdas.adpupa.t00z.19990113.bufr,
31004,Aldan,1999-01-13T12:00:00Z,1999,1,12,31004_19990113_1200_12,0,1000.0,-24.1,0.0,gdas.adpupa.t12z.19990113.bufr,
31004,Aldan,1999-01-13T12:00:00Z,1999,1,12,31004_19990113_1200_12,1,925.0,-23.1,500.0,gdas.adpupa.t12z.19990113.bufr,
31004,Aldan,1999-01-13T12:00:00Z,1999,1,12,31004_19990113_1200_12,2,850.0,-21.1,1000.0,gdas.adpupa.t12z.19990113.bufr,
31004,Aldan,1999-01-13T12:00:00Z,1999,1,12,31004_19990113_1200_12,3,700.0,-23.1,1500.0,gdas.adpupa.t12z.19990113.bufr,
31004,Aldan,1999-01-13T12:00:00Z,1999,1,12,31004_19990113_1200_12,4,600.0,-26.1,2000.0,gdas.adpupa.t12z.19990113.bufr,
31004,Aldan,1999-01-13T12:00:00Z,1999,1,12,31004_19990113_1200_12,5,500.0,-30.1,2500.0,gdas.adpupa.t12z.19990113.bufr,
31004,Aldan,1999-01-14T00:00:00Z,1999,1,00,31004_19990114_0000_00,0,1000.0,-23.8,0.0,gdas.adpupa.t00z.19990114.bufr,
31004,Aldan,1999-01-14T00:00:00Z,1999,1,00,31004_19990114_0000_00,1,925.0,-22.8,500.0,gdas.adpupa.t00z.19990114.bufr,
31004,Aldan,1999-01-14T00:00:00Z,1999,1,00,31004_19990114_0000_00,2,850.0,-20.8,1000.0,gdas.adpupa.t00z.19990114.bufr,
31004,Aldan,1999-01-14T00:00:00Z,1999,1,00,31004_19990114_0000_00,3,700.0,-22.8,1500.0,gdas.adpupa.t00z.19990114.bufr,
31004,Aldan,1999-01-14T00:00:00Z,1999,1,00,31004_19990114_0000_00,4,600.0,-25.8,2000.0,gdas.adpupa.t00z.19990114.bufr,
31004,Aldan,1999-01-14T00:00:00Z,1999,1,00,31004_19990114_0000_00,5,500.0,-29.8,2500.0,gdas.adpupa.t00z.19990114.bufr,
31004,Aldan,1999-01-14T12:00:00Z,1999,1,12,31004_19990114_1200_12,0,1000.0,-23.8,0.0,gdas.adpupa.t12z.19990114.bufr,
31004,Aldan,1999-01-14T12:00:00Z,1999,1,12,31004_19990114_1200_12,1,925.0,-22.8,500.0,gdas.adpupa.t12z.19990114.bufr,
31004,Aldan,1999-01-14T12:00:00Z,1999,1,12,31004_19990114_1200_12,2,850.0,-20.8,1000.0,gdas.adpupa.t12z.19990114.bufr,
31004,Aldan,1999-01-14T12:00:00Z,1999,1,12,31004_19990114_1200_12,3,700.0,-22.8,1500.0,gdas.adpupa.t12z.19990114.bufr,
31004,Aldan,1999-01-14T12:00:00Z,1999,1,12,31004_19990114_1200_12,4,600.0,-25.8,2000.0,gdas.adpupa.t12z.19990114.bufr,
31004,Aldan,1999-01-14T12:00:00Z,1999,1,12,31004_19990114_1200_12,5,500.0,-29.8,2500.0,gdas.adpupa.t12z.19990114.bufr,
31004,Aldan,1999-01-15T00:00:00Z,1999,1,00,31004_19990115_0000_00,0,1000.0,-23.5,0.0,gdas.adpupa.t00z.19990115.bufr,
31004,Aldan,1999-01-15T00:00:00Z,1999,1,00,31004_19990115_0000_00,1,925.0,-22.5,500.0,gdas.adpupa.t00z.19990115.bufr,
31004,Aldan,1999-01-15T00:00:00Z,1999,1,00,31004_19990115_0000_00,2,850.0,-20.5,1000.0,gdas.adpupa.t00z.19990115.bufr,
31004,Aldan,1999-01-15T00:00:00Z,1999,1,00,31004_19990115_0000_00,3,700.0,-22.5,1500.0,gdas.adpupa.t00z.19990115.bufr,
31004,Aldan,1999-01-15T00:00:00Z,1999,1,00,31004_19990115_0000_00,4,600.0,-25.5,2000.0,gdas.adpupa.t00z.19990115.bufr,
